"Year"	"LAName"	"LACode"	"Advanced Conversion Technologies"	"Anaerobic Digestion"	"Biomass (dedicated)"	"EfW Incineration"	"Landfill Gas"	"Large Hydro"	"Shoreline wave / tidal"	"Small Hydro"	"Solar Photovoltaics"	"Wind Offshore"	"Wind Onshore"	"Total"
2017	"Dundee City"	"S12000042"	0	0	0	8.3	0	0	0	0	0	0	4	12.3
2017	"East Ayrshire"	"S12000008"	0	0	0	0	6.7	0	0	0	0	0	43	49.7
2017	"East Dunbartonshire"	"S12000045"	0	0	0	0	0	0	0	0	0	0	0	0
2017	"East Lothian"	"S12000010"	0	1.5	0	0	16.2	0	0	0	0	0	54	71.7
2017	"East Renfrewshire"	"S12000011"	0	0	0	0	0	0	0	0	0	0	39.2	39.2
2017	"Falkirk"	"S12000014"	2	0	0	0	0	0	0	0	0	0	38	40
2017	"Fife"	"S12000047"	0	1.7	89.5	0	3	0	0	0	14	0	84.8	193
2017	"Glasgow City"	"S12000049"	0	5	0	0	6.7	0	0	0	0	0	3	14.7
2017	"Highland"	"S12000017"	0	2	8.5	0	0	376.2	0	76.8	0	0	1505.3	1968.8
2017	"Inverclyde"	"S12000018"	0	0	0	0	0	0	0	0	0	0	0	0
2017	"Midlothian"	"S12000019"	0	1.5	0	0	6.2	0	0	0	0	0	48.4	56.1
2017	"Moray"	"S12000020"	0	1.5	20.8	0	0	0	0	0	0	0	159.6	181.9
2017	"Na h-Eileanan Siar"	"S12000013"	0	0	0	0	0	0	0	0	0	0	37.8	37.8
2017	"North Ayrshire"	"S12000021"	0	3.2	26	0	1.2	0	0	0	5	0	110.4	145.8
2017	"North Lanarkshire"	"S12000050"	0	5.8	17	0	18.5	0	0	0	0	0	22.7	64
2017	"Offshore"	NA	0	0	0	0	0	0	0	1.1	0	221	2132.9	2355
2017	"Orkney Islands"	"S12000023"	0	0	0	0	0	0	9	0	0	0	39.2	48.2
2017	"Perth and Kinross"	"S12000048"	0	0	0	0	1.9	32.4	0	25.7	13	0	109.6	182.6
2017	"Renfrewshire"	"S12000038"	0	0	0	0	0	0	0	0	0	0	0	0
2017	"Scottish Borders"	"S12000026"	10	0	0	0	0	0	0	0	0	0	678.5	688.5
2017	"Shetland Islands"	"S12000027"	0	0	0	0	0	0	0	0	0	0	11.2	11.2
2017	"South Ayrshire"	"S12000028"	0	0	2.6	0	0	0	0	0	0	0	167	169.6
2017	"South Lanarkshire"	"S12000029"	0	0	0	0	7.4	0	0	0	0	0	289.4	296.8
2017	"Stirling"	"S12000030"	0	0	20.6	0	0	0	0	5.4	0	0	155.9	181.9
2017	"West Dunbartonshire"	"S12000039"	0	0	0	0	4.1	0	0	0	0	0	0	4.1
2017	"West Lothian"	"S12000040"	12.5	0	0	0	0	0	0	0	1.3	0	72.5	86.3
2018	"Aberdeen City"	"S12000033"	0	0	0	0	2.2	0	0	0	0	0	0	2.2
2018	"Aberdeenshire"	"S12000034"	0	0	1.2	0	6.5	0	0	0	10.8	0	419	437.5
2018	"Angus"	"S12000041"	0	0	0	0	2	0	0	0	25	0	6.4	33.4
2018	"Argyll and Bute"	"S12000035"	0	0	0	0	0	14	0	20.4	0	0	313.7	348.1
2018	"City of Edinburgh"	"S12000036"	0	0	0	0	2.4	0	0	0	0	0	0	2.4
2018	"Clackmannanshire"	"S12000005"	0	0	0	0	0	0	0	0	5	0	38	43
2018	"Dumfries and Galloway"	"S12000006"	0	1.2	50.4	0	0	0	0	0	0	0	881.8	933.4
2018	"Dundee City"	"S12000042"	0	0	0	8.3	0	0	0	0	0	0	4	12.3
2018	"East Ayrshire"	"S12000008"	0	0	0	0	6.7	0	0	0	0	0	43	49.7
2018	"East Dunbartonshire"	"S12000045"	0	0	0	0	0	0	0	0	0	0	0	0
2018	"East Lothian"	"S12000010"	0	1.5	0	0	16.2	0	0	0	0	0	54	71.7
2018	"East Renfrewshire"	"S12000011"	0	0	0	0	0	0	0	0	0	0	39.2	39.2
2018	"Falkirk"	"S12000014"	2	0	0	0	0	0	0	0	0	0	38	40
2018	"Fife"	"S12000047"	0	3.7	89.5	0	3	0	0	0	14	0	84.8	195
2018	"Glasgow City"	"S12000049"	0	5	0	0	6.7	0	0	0	0	0	3	14.7
2018	"Highland"	"S12000017"	0	2	8.5	0	0	376.2	0	76.8	0	0	1733.3	2196.8
2018	"Inverclyde"	"S12000018"	0	0	0	0	0	0	0	0	0	0	0	0
2018	"Midlothian"	"S12000019"	0	1.5	0	0	6.2	0	0	0	0	0	48.4	56.1
2018	"Moray"	"S12000020"	0	1.5	20.8	0	0	0	0	0	0	0	159.6	181.9
2018	"Na h-Eileanan Siar"	"S12000013"	0	0	0	0	0	0	0	0	0	0	37.8	37.8
2018	"North Ayrshire"	"S12000021"	0	3.2	26	0	1.2	0	0	0	5	0	110.4	145.8
2018	"North Lanarkshire"	"S12000050"	0	5.8	17	0	18.5	0	0	0	0	0	22.7	64
2018	"Offshore"	NA	0	0	0	0	0	0	0	1.1	0	314.2	2359.9	2675.2
2018	"Orkney Islands"	"S12000023"	0	0	0	0	0	0	9	0	0	0	39.2	48.2
2018	"Perth and Kinross"	"S12000048"	0	1.5	0	0	1.9	32.4	0	25.7	13	0	133.2	207.7
2018	"Renfrewshire"	"S12000038"	0	0	0	0	0	0	0	0	0	0	0	0
2018	"Scottish Borders"	"S12000026"	10	0	0	0	0	0	0	0	0	0	679.5	689.5
2018	"Shetland Islands"	"S12000027"	0	0	0	0	0	0	0	0	0	0	11.2	11.2
2018	"South Ayrshire"	"S12000028"	0	0	2.6	0	0	0	0	0	0	0	167	169.6
2018	"South Lanarkshire"	"S12000029"	0	0	0	0	7.4	0	0	0	0	0	289.4	296.8
2018	"Stirling"	"S12000030"	0	0	20.6	0	0	0	0	5.4	0	0	155.9	181.9
2018	"West Dunbartonshire"	"S12000039"	0	0	0	0	4.1	0	0	0	0	0	0	4.1
2018	"West Lothian"	"S12000040"	12.5	0	0	0	0	0	0	0	1.3	0	72.5	86.3
2019	"Aberdeen City"	"S12000033"	0	0	0	0	2.2	0	0	0	0	0	0	2.2
2019	"Aberdeenshire"	"S12000034"	0	0	1.2	0	6.5	0	0	0	10.8	0	419	437.5
2019	"Angus"	"S12000041"	0	0	0	0	2	0	0	0	25	0	6.4	33.4
2019	"Argyll and Bute"	"S12000035"	0	0	0	0	0	14	0	20.4	0	0	313.7	348.1
2019	"City of Edinburgh"	"S12000036"	0	0	0	0	2.4	0	0	0	0	0	0	2.4
2019	"Clackmannanshire"	"S12000005"	0	0	0	0	0	0	0	0	5	0	38	43
2019	"Dumfries and Galloway"	"S12000006"	0	1.2	50.4	0	0	0	0	0	0	0	881.8	933.4
2019	"Dundee City"	"S12000042"	0	0	0	8.3	0	0	0	0	0	0	4	12.3
2019	"East Ayrshire"	"S12000008"	0	0	0	0	6.7	0	0	0	0	0	43	49.7
2019	"East Dunbartonshire"	"S12000045"	0	0	0	0	0	0	0	0	0	0	0	0
2019	"East Lothian"	"S12000010"	0	1.5	0	25.6	16.2	0	0	0	0	0	63.9	107.2
2019	"East Renfrewshire"	"S12000011"	0	0	0	0	0	0	0	0	0	0	39.2	39.2
2019	"Falkirk"	"S12000014"	2	0	0	0	0	0	0	0	0	0	38	40
2019	"Fife"	"S12000047"	0	3.7	89.5	0	3	0	0	0	14	0	84.8	195
2019	"Glasgow City"	"S12000049"	10	5	0	0	6.7	0	0	0	0	0	3	24.7
2019	"Highland"	"S12000017"	0	2	8.5	0	0	376.2	0	76.8	0.5	0	1809	2273
2019	"Inverclyde"	"S12000018"	0	0	0	0	0	0	0	0	0	0	0	0
2019	"Midlothian"	"S12000019"	0	1.5	0	12.5	6.2	0	0	0	0	0	48.4	68.6
2019	"Moray"	"S12000020"	0	1.5	20.8	0	0	0	0	0	0	0	159.6	181.9
2019	"Na h-Eileanan Siar"	"S12000013"	0	0	0	0	0	0	0	0	0	0	37.8	37.8
2019	"North Ayrshire"	"S12000021"	0	3.2	26	0	1.2	0	0	0	5	0	110.4	145.8
2019	"North Lanarkshire"	"S12000050"	0	5.8	17	0	18.5	0	0	0	0.2	0	22.7	64.2
2019	"Offshore"	NA	0	0	0	0	0	0	0	1.1	0	902.2	2499.3	3402.6
2019	"Orkney Islands"	"S12000023"	0	0	0	0	0	0	11	0	0	0	39.2	50.2
2019	"Perth and Kinross"	"S12000048"	0	1.5	0	0	1.9	32.4	0	25.7	13	0	133.2	207.7
2019	"Renfrewshire"	"S12000038"	0	0	0	0	0	0	0	0	0	0	0	0
2019	"Scottish Borders"	"S12000026"	10	0	0	0	0	0	0	0	0	0	679.5	689.5
2019	"Shetland Islands"	"S12000027"	0	0	0	0	0	0	0.5	0	0	0	11.2	11.7
2019	"South Ayrshire"	"S12000028"	0	0	2.6	0	0	0	0	0	0	0	167	169.6
2019	"South Lanarkshire"	"S12000029"	0	0	0	0	7.4	0	0	0	0	0	289.4	296.8
2019	"Stirling"	"S12000030"	0	0	20.6	0	0	0	0	5.4	0	0	155.9	181.9
2019	"West Dunbartonshire"	"S12000039"	0	0	0	0	4.1	0	0	0	0	0	0	4.1
2019	"West Lothian"	"S12000040"	12.5	0	0	0	0	0	0	0	1.3	0	72.5	86.3
2020	"Aberdeen City"	"S12000033"	0	0	0	0	2.2	0	0	0	0	0	0	2.2
2020	"Aberdeenshire"	"S12000034"	0	0	1.2	0	6.5	0	0	0	10.8	0	419	437.5
2020	"Angus"	"S12000041"	0	0	0	0	2	0	0	0	25	0	6.4	33.4
2020	"Argyll and Bute"	"S12000035"	0	0	0	0	0	14	0	20.4	0	0	313.7	348.1
2020	"City of Edinburgh"	"S12000036"	0	0	0	0	2.4	0	0	0	0	0	0	2.4
2020	"Clackmannanshire"	"S12000005"	0	0	0	0	0	0	0	0	5	0	38	43
2020	"Dumfries and Galloway"	"S12000006"	0	1.2	50.4	0	0	0	0	0	0	0	881.8	933.4
2020	"Dundee City"	"S12000042"	0	0	0	8.3	0	0	0	0	0	0	4	12.3
2020	"East Ayrshire"	"S12000008"	0	0	0	0	6.7	0	0	0	0	0	43	49.7
2020	"East Dunbartonshire"	"S12000045"	0	0	0	0	0	0	0	0	0	0	0	0
2020	"East Lothian"	"S12000010"	0	1.5	0	25.6	16.2	0	0	0	0	0	63.9	107.2
2020	"East Renfrewshire"	"S12000011"	0	0	0	0	0	0	0	0	0	0	39.2	39.2
2020	"Falkirk"	"S12000014"	2	0	0	0	0	0	0	0	0	0	38	40
2020	"Fife"	"S12000047"	0	3.7	89.5	0	3	0	0	0	14.5	0	84.8	195.5
2020	"Glasgow City"	"S12000049"	10	5	0	0	6.7	0	0	0	0	0	3	24.7
2020	"Highland"	"S12000017"	0	2	8.5	0	0	376.2	0	76.8	0.5	0	1838.9	2302.9
2020	"Inverclyde"	"S12000018"	0	0	0	0	0	0	0	0	0	0	0	0
2020	"Midlothian"	"S12000019"	0	1.5	0	12.5	6.2	0	0	0	0	0	48.4	68.6
2020	"Moray"	"S12000020"	0	1.5	20.8	0	0	0	0	0	0	0	159.6	181.9
2020	"Na h-Eileanan Siar"	"S12000013"	0	0	0	0	0	0	0	0	0	0	37.8	37.8
2020	"North Ayrshire"	"S12000021"	0	3.2	26	0	1.2	0	0	0	5	0	110.4	145.8
2020	"North Lanarkshire"	"S12000050"	0	5.8	17	0	18.5	0	0	0	0.2	0	22.7	64.2
2020	"Offshore"	NA	0	0	0	0	0	0	0	3.1	0	902.2	2499.3	3404.6
2020	"Orkney Islands"	"S12000023"	0	0	0	0	0	0	11	0	0	0	39.2	50.2
2020	"Perth and Kinross"	"S12000048"	0	1.5	0	0	1.9	32.4	0	25.7	13	0	133.2	207.7
2020	"Renfrewshire"	"S12000038"	0	0	0	0	0	0	0	0	0	0	0	0
2020	"Scottish Borders"	"S12000026"	10	0	0	0	0	0	0	0	0	0	679.5	689.5
2020	"Shetland Islands"	"S12000027"	0	0	0	0	0	0	0.5	0	0	0	11.2	11.7
2020	"South Ayrshire"	"S12000028"	0	0	2.6	0	0	0	0	0	0	0	187	189.6
2020	"South Lanarkshire"	"S12000029"	0	0	0	0	7.4	0	0	0	0	0	289.4	296.8
2020	"Stirling"	"S12000030"	0	0	20.6	0	0	0	0	5.4	0	0	155.9	181.9
2020	"West Dunbartonshire"	"S12000039"	0	0	0	0	4.1	0	0	0	0	0	0	4.1
2020	"West Lothian"	"S12000040"	12.5	0	0	0	0	0	0	0	1.3	0	72.5	86.3
2021	"Aberdeen City"	"S12000033"	0	0	0	0	2.2	0	0	0	0	0	0	2.2
2021	"Aberdeenshire"	"S12000034"	0	0	1.2	0	6.5	0	0	0	10.8	0	419	437.5
2021	"Angus"	"S12000041"	0	0	0	0	2	0	0	0	25	0	6.4	33.4
2021	"Argyll and Bute"	"S12000035"	0	0	0	0	0	14	0	20.6	0	0	313.7	348.3
2021	"City of Edinburgh"	"S12000036"	0	0	0	0	2.4	0	0	0	0	0	0	2.4
2021	"Clackmannanshire"	"S12000005"	0	0	0	0	0	0	0	0	5	0	38	43
2021	"Dumfries and Galloway"	"S12000006"	0	1.2	50.4	0	0	0	0	0	0	0	929.8	981.4
2021	"Dundee City"	"S12000042"	0	0	0	8.3	0	0	0	0	0	0	4	12.3
2021	"East Ayrshire"	"S12000008"	0	0	0	0	6.7	0	0	0	0	0	43	49.7
2021	"East Dunbartonshire"	"S12000045"	0	0	0	0	0	0	0	0	0	0	0	0
2021	"East Lothian"	"S12000010"	0	1.5	0	25.6	16.2	0	0	0	0	0	63.9	107.2
2021	"East Renfrewshire"	"S12000011"	0	0	0	0	0	0	0	0	0	0	39.2	39.2
2021	"Falkirk"	"S12000014"	2	0	0	0	0	0	0	0	0	0	38	40
2021	"Fife"	"S12000047"	0	3.7	89.5	0	3	0	0	0	14.5	0	84.8	195.5
2021	"Glasgow City"	"S12000049"	10	5	0	0	6.7	0	0	0	0	0	3	24.7
2021	"Highland"	"S12000017"	0	2	8.5	0	0	376.2	0	76.8	0.5	0	1874.6	2338.6
2021	"Inverclyde"	"S12000018"	0	0	0	0	0	0	0	0	0	0	24	24
2021	"Midlothian"	"S12000019"	0	1.5	0	12.5	6.2	0	0	0	0	0	48.4	68.6
2021	"Moray"	"S12000020"	0	1.5	20.8	0	0	0	0	0	0	0	159.6	181.9
2021	"Na h-Eileanan Siar"	"S12000013"	0	0	0	0	0	0	0	0	0	0	37.8	37.8
2021	"North Ayrshire"	"S12000021"	0	3.2	26	0	1.2	0	0	0	5	0	110.4	145.8
2021	"North Lanarkshire"	"S12000050"	0	5.8	17	0	18.5	0	0	0	0.2	0	22.7	64.2
2021	"Offshore"	NA	0	0	0	0	0	0	0	3.1	0	902.2	2499.3	3404.6
2021	"Orkney Islands"	"S12000023"	0	0	0	0	0	0	11	0	0	0	39.2	50.2
2021	"Perth and Kinross"	"S12000048"	0	1.5	0	0	1.9	32.4	0	25.7	13.3	0	133.2	208
2021	"Renfrewshire"	"S12000038"	0	0	0	0	0	0	0	0	0	0	0	0
2021	"Scottish Borders"	"S12000026"	10	0	0	0	0	0	0	0	0	0	679.5	689.5
2021	"Shetland Islands"	"S12000027"	0	0	0	0	0	0	0.5	0	0	0	11.2	11.7
2021	"South Ayrshire"	"S12000028"	0	0	2.6	0	0	0	0	0	0	0	187	189.6
2021	"South Lanarkshire"	"S12000029"	0	0	0	0	7.4	0	0	0	0	0	289.4	296.8
2021	"Stirling"	"S12000030"	0	0	20.6	0	0	0	0	5.4	0	0	155.9	181.9
2021	"West Dunbartonshire"	"S12000039"	0	0	0	0	4.1	0	0	0	0	0	0	4.1
2021	"West Lothian"	"S12000040"	12.5	0	0	0	0	0	0	0	1.3	0	72.5	86.3
