SETTLEMENT_DATE,SETTLEMENT_PERIOD,Total
2017-06-19,37,36728
2017-06-19,36,37193
2017-06-19,35,37814
2017-06-19,34,37973
2017-06-19,33,37753
2017-06-19,32,37585
2017-06-19,31,37685
2017-06-19,30,37869
2017-06-19,29,38238
2017-06-19,28,38497
2017-06-19,27,38550
2017-06-19,26,38526
2017-06-19,25,38699
2017-06-19,24,38616
2017-06-19,23,38215
2017-06-19,22,37802
2017-06-19,21,37400
2017-06-19,20,36977
2017-06-19,19,36538
2017-06-19,18,35594
2017-06-19,17,34867
2017-06-19,16,33447
2017-06-19,15,31220
2017-06-19,14,28122
2017-06-19,13,24891
2017-06-19,12,22440
2017-06-19,11,21155
2017-06-19,10,20638
2017-06-19,9,20920
2017-06-19,8,21058
2017-06-19,7,21118
2017-06-19,6,21287
2017-06-19,5,21624
2017-06-19,4,21922
2017-06-19,3,22207
2017-06-19,2,22661
2017-06-19,1,23426
2017-06-20,48,26791
2017-06-20,47,28557
2017-06-20,46,30354
2017-06-20,45,31722
2017-06-20,44,32119
2017-06-20,43,32651
2017-06-20,42,33322
2017-06-20,41,34167
2017-06-20,40,34906
2017-06-20,39,35682
2017-06-20,38,36328
2017-06-20,37,36902
2017-06-20,36,37518
2017-06-20,35,38052
2017-06-20,34,38257
2017-06-20,33,38052
2017-06-20,32,38016
2017-06-20,31,37883
2017-06-20,30,38054
2017-06-20,29,37779
2017-06-20,28,38e3
2017-06-20,27,38170
2017-06-20,26,38387
2017-06-20,25,38532
2017-06-20,24,38259
2017-06-20,23,37887
2017-06-20,22,37629
2017-06-20,21,37116
2017-06-20,20,36938
2017-06-20,19,36555
2017-06-20,18,35787
2017-06-20,17,35086
2017-06-20,16,33713
2017-06-20,15,31886
2017-06-20,14,28759
2017-06-20,13,25958
2017-06-20,12,23714
2017-06-20,11,22555
2017-06-20,10,22151
2017-06-20,9,22403
2017-06-20,8,22697
2017-06-20,7,22894
2017-06-20,6,23059
2017-06-20,5,23385
2017-06-20,4,23712
2017-06-20,3,24103
2017-06-20,2,24854
2017-06-20,1,25687
2017-06-21,48,27312
2017-06-21,47,29060
2017-06-21,46,30948
2017-06-21,45,32421
2017-06-21,44,32872
2017-06-21,43,33372
2017-06-21,42,34129
2017-06-21,41,34954
2017-06-21,40,35814
2017-06-21,39,36598
2017-06-21,38,37139
2017-06-21,37,37660
2017-06-21,36,38096
2017-06-21,35,38496
2017-06-21,34,38695
2017-06-21,33,38695
2017-06-21,32,38618
2017-06-21,31,38346
2017-06-21,30,38408
2017-06-21,29,38395
2017-06-21,28,38308
2017-06-21,27,38601
2017-06-21,26,38469
2017-06-21,25,38499
2017-06-21,24,38414
2017-06-21,23,38313
2017-06-21,22,38074
2017-06-21,21,37349
2017-06-21,20,36899
2017-06-21,19,36504
2017-06-21,18,35728
2017-06-21,17,35146
2017-06-21,16,33654
2017-06-21,15,31834
2017-06-21,14,28967
2017-06-21,13,25937
2017-06-21,12,23646
2017-06-21,11,22515
2017-06-21,10,22213
2017-06-21,9,22447
2017-06-21,8,22416
2017-06-21,7,22610
2017-06-21,6,22693
2017-06-21,5,23044
2017-06-21,4,23450
2017-06-21,3,23597
2017-06-21,2,24267
2017-06-21,1,25279
2017-06-22,48,25734
2017-06-22,47,27396
2017-06-22,46,29285
2017-06-22,45,30830
2017-06-22,44,31437
2017-06-22,43,31917
2017-06-22,42,32507
2017-06-22,41,33277
2017-06-22,40,34097
2017-06-22,39,34657
2017-06-22,38,35524
2017-06-22,37,35994
2017-06-22,36,36441
2017-06-22,35,36967
2017-06-22,34,37002
2017-06-22,33,36610
2017-06-22,32,35859
2017-06-22,31,35517
2017-06-22,30,36022
2017-06-22,29,36179
2017-06-22,28,37017
2017-06-22,27,37361
2017-06-22,26,37679
2017-06-22,25,37635
2017-06-22,24,37348
2017-06-22,23,36940
2017-06-22,22,36344
2017-06-22,21,36330
2017-06-22,20,36146
2017-06-22,19,35928
2017-06-22,18,35288
2017-06-22,17,34779
2017-06-22,16,33318
2017-06-22,15,31338
2017-06-22,14,28492
2017-06-22,13,25780
2017-06-22,12,23261
2017-06-22,11,22292
2017-06-22,10,21913
2017-06-22,9,22216
2017-06-22,8,22369
2017-06-22,7,22551
2017-06-22,6,22867
2017-06-22,5,23414
2017-06-22,4,23817
2017-06-22,3,24073
2017-06-22,2,24629
2017-06-22,1,25794
2017-06-23,48,24891
2017-06-23,47,26101
2017-06-23,46,27763
2017-06-23,45,29013
2017-06-23,44,29503
2017-06-23,43,29851
2017-06-23,42,30353
2017-06-23,41,30979
2017-06-23,40,31813
2017-06-23,39,32268
2017-06-23,38,32983
2017-06-23,37,33447
2017-06-23,36,34045
2017-06-23,35,34385
2017-06-23,34,34351
2017-06-23,33,34312
2017-06-23,32,34205
2017-06-23,31,33984
2017-06-23,30,34403
2017-06-23,29,34721
2017-06-23,28,35146
2017-06-23,27,35257
2017-06-23,26,35152
2017-06-23,25,35570
2017-06-23,24,35276
2017-06-23,23,35238
2017-06-23,22,34866
2017-06-23,21,34815
2017-06-23,20,34714
2017-06-23,19,34211
2017-06-23,18,33772
2017-06-23,17,33343
2017-06-23,16,31749
2017-06-23,15,29570
2017-06-23,14,26485
2017-06-23,13,24219
2017-06-23,12,21754
2017-06-23,11,20814
2017-06-23,10,20475
2017-06-23,9,20940
2017-06-23,8,21186
2017-06-23,7,21278
2017-06-23,6,21530
2017-06-23,5,21982
2017-06-23,4,22428
2017-06-23,3,22783
2017-06-23,2,23405
2017-06-23,1,24358
2017-06-24,48,23772
2017-06-24,47,25028
2017-06-24,46,26236
2017-06-24,45,27028
2017-06-24,44,27156
2017-06-24,43,27183
2017-06-24,42,27540
2017-06-24,41,28324
2017-06-24,40,28829
2017-06-24,39,29286
2017-06-24,38,29785
2017-06-24,37,30187
2017-06-24,36,30471
2017-06-24,35,30600
2017-06-24,34,30049
2017-06-24,33,29533
2017-06-24,32,29133
2017-06-24,31,28658
2017-06-24,30,29252
2017-06-24,29,30151
2017-06-24,28,30274
2017-06-24,27,30664
2017-06-24,26,31088
2017-06-24,25,31377
2017-06-24,24,31411
2017-06-24,23,31618
2017-06-24,22,31774
2017-06-24,21,31183
2017-06-24,20,30707
2017-06-24,19,29959
2017-06-24,18,28815
2017-06-24,17,27575
2017-06-24,16,25824
2017-06-24,15,24285
2017-06-24,14,22440
2017-06-24,13,21322
2017-06-24,12,20019
2017-06-24,11,19652
2017-06-24,10,19527
2017-06-24,9,19833
2017-06-24,8,20028
2017-06-24,7,20144
2017-06-24,6,20491
2017-06-24,5,20891
2017-06-24,4,21444
2017-06-24,3,21821
2017-06-24,2,22639
2017-06-24,1,23640
2017-06-25,48,23606
2017-06-25,47,25153
2017-06-25,46,26783
2017-06-25,45,27864
2017-06-25,44,27936
2017-06-25,43,28328
2017-06-25,42,28611
2017-06-25,41,29084
2017-06-25,40,29774
2017-06-25,39,30209
2017-06-25,38,30521
2017-06-25,37,30808
2017-06-25,36,31018
2017-06-25,35,31014
2017-06-25,34,30458
2017-06-25,33,29718
2017-06-25,32,29506
2017-06-25,31,29393
2017-06-25,30,29903
2017-06-25,29,30377
2017-06-25,28,30788
2017-06-25,27,30722
2017-06-25,26,31510
2017-06-25,25,31032
2017-06-25,24,30377
2017-06-25,23,30014
2017-06-25,22,29624
2017-06-25,21,28806
2017-06-25,20,28047
2017-06-25,19,26861
2017-06-25,18,25406
2017-06-25,17,23966
2017-06-25,16,22341
2017-06-25,15,21231
2017-06-25,14,20263
2017-06-25,13,19519
2017-06-25,12,18834
2017-06-25,11,18610
2017-06-25,10,18647
2017-06-25,9,19142
2017-06-25,8,19530
2017-06-25,7,19685
2017-06-25,6,19928
2017-06-25,5,20276
2017-06-25,4,20778
2017-06-25,3,21183
2017-06-25,2,21868
2017-06-25,1,22670
2017-06-26,32,35974
2017-06-26,31,35648
2017-06-26,30,35564
2017-06-26,29,35500
2017-06-26,28,35846
2017-06-26,27,35853
2017-06-26,26,35955
2017-06-26,25,36172
2017-06-26,24,36308
2017-06-26,23,35987
2017-06-26,22,35884
2017-06-26,21,35505
2017-06-26,20,35084
2017-06-26,19,34611
2017-06-26,18,33928
2017-06-26,17,33569
2017-06-26,16,32060
2017-06-26,15,30146
2017-06-26,14,27120
2017-06-26,13,24401
2017-06-26,12,21535
2017-06-26,11,20407
2017-06-26,10,19837
2017-06-26,9,20118
2017-06-26,8,20201
2017-06-26,7,20238
2017-06-26,6,20294
2017-06-26,5,20600
2017-06-26,4,20860
2017-06-26,3,21033
2017-06-26,2,21499
2017-06-26,1,22418
2017-06-26,48,24862
2017-06-26,47,26420
2017-06-26,46,28664
2017-06-26,45,30259
2017-06-26,44,30910
2017-06-26,43,31470
2017-06-26,42,32007
2017-06-26,41,32769
2017-06-26,40,33567
2017-06-26,39,34376
2017-06-26,38,35003
2017-06-26,37,35537
2017-06-26,36,36096
2017-06-26,35,36299
2017-06-26,34,36496
2017-06-26,33,36199
2017-06-27,48,25546
2017-06-27,47,27120
2017-06-27,46,29014
2017-06-27,45,30888
2017-06-27,44,32016
2017-06-27,43,32966
2017-06-27,42,33531
2017-06-27,41,34296
2017-06-27,40,35032
2017-06-27,39,35889
2017-06-27,38,36553
2017-06-27,37,37084
2017-06-27,36,37460
2017-06-27,35,37740
2017-06-27,34,37547
2017-06-27,33,37063
2017-06-27,32,36082
2017-06-27,31,35729
2017-06-27,30,36092
2017-06-27,29,36167
2017-06-27,28,36145
2017-06-27,27,36205
2017-06-27,26,36057
2017-06-27,25,36398
2017-06-27,24,36397
2017-06-27,23,36289
2017-06-27,22,36343
2017-06-27,21,35939
2017-06-27,20,36027
2017-06-27,19,35525
2017-06-27,18,34654
2017-06-27,17,34101
2017-06-27,16,32881
2017-06-27,15,30918
2017-06-27,14,27909
2017-06-27,13,25094
2017-06-27,12,22553
2017-06-27,11,21684
2017-06-27,10,21376
2017-06-27,9,21458
2017-06-27,8,21515
2017-06-27,7,21384
2017-06-27,6,21511
2017-06-27,5,21907
2017-06-27,4,22172
2017-06-27,3,22377
2017-06-27,2,22891
2017-06-27,1,23688
2017-06-28,48,24870
2017-06-28,47,26494
2017-06-28,46,28442
2017-06-28,45,30156
2017-06-28,44,31510
2017-06-28,43,32317
2017-06-28,42,32876
2017-06-28,41,33609
2017-06-28,40,34393
2017-06-28,39,35135
2017-06-28,38,35810
2017-06-28,37,36328
2017-06-28,36,36940
2017-06-28,35,37405
2017-06-28,34,37228
2017-06-28,33,36578
2017-06-28,32,36153
2017-06-28,31,35705
2017-06-28,30,35857
2017-06-28,29,36071
2017-06-28,28,36248
2017-06-28,27,36569
2017-06-28,26,36713
2017-06-28,25,36870
2017-06-28,24,36717
2017-06-28,23,36491
2017-06-28,22,36580
2017-06-28,21,36337
2017-06-28,20,36167
2017-06-28,19,35925
2017-06-28,18,35198
2017-06-28,17,34684
2017-06-28,16,33186
2017-06-28,15,31087
2017-06-28,14,27838
2017-06-28,13,25037
2017-06-28,12,22568
2017-06-28,11,21684
2017-06-28,10,21278
2017-06-28,9,21413
2017-06-28,8,21476
2017-06-28,7,21505
2017-06-28,6,21762
2017-06-28,5,22127
2017-06-28,4,22563
2017-06-28,3,22875
2017-06-28,2,23372
2017-06-28,1,24162
2017-06-29,48,25613
2017-06-29,47,27269
2017-06-29,46,29188
2017-06-29,45,30961
2017-06-29,44,32218
2017-06-29,43,33048
2017-06-29,42,33661
2017-06-29,41,34432
2017-06-29,40,35221
2017-06-29,39,36007
2017-06-29,38,36644
2017-06-29,37,37123
2017-06-29,36,37523
2017-06-29,35,37863
2017-06-29,34,37800
2017-06-29,33,37214
2017-06-29,32,36494
2017-06-29,31,36253
2017-06-29,30,36324
2017-06-29,29,36405
2017-06-29,28,36530
2017-06-29,27,36538
2017-06-29,26,36684
2017-06-29,25,36726
2017-06-29,24,36495
2017-06-29,23,36289
2017-06-29,22,35946
2017-06-29,21,35679
2017-06-29,20,35588
2017-06-29,19,35314
2017-06-29,18,34574
2017-06-29,17,34091
2017-06-29,16,32588
2017-06-29,15,30807
2017-06-29,14,27487
2017-06-29,13,24498
2017-06-29,12,21999
2017-06-29,11,21052
2017-06-29,10,20611
2017-06-29,9,20811
2017-06-29,8,20971
2017-06-29,7,21054
2017-06-29,6,21135
2017-06-29,5,21525
2017-06-29,4,21958
2017-06-29,3,22198
2017-06-29,2,22560
2017-06-29,1,23417
2017-06-30,48,24684
2017-06-30,47,26232
2017-06-30,46,27922
2017-06-30,45,29353
2017-06-30,44,30040
2017-06-30,43,30501
2017-06-30,42,30953
2017-06-30,41,31783
2017-06-30,40,32698
2017-06-30,39,33387
2017-06-30,38,34338
2017-06-30,37,34930
2017-06-30,36,35369
2017-06-30,35,35421
2017-06-30,34,35388
2017-06-30,33,35251
2017-06-30,32,35271
2017-06-30,31,35252
2017-06-30,30,35301
2017-06-30,29,35543
2017-06-30,28,35702
2017-06-30,27,36093
2017-06-30,26,36414
2017-06-30,25,36473
2017-06-30,24,36527
2017-06-30,23,36552
2017-06-30,22,36317
2017-06-30,21,36289
2017-06-30,20,36006
2017-06-30,19,35764
2017-06-30,18,35124
2017-06-30,17,34528
2017-06-30,16,32906
2017-06-30,15,30770
2017-06-30,14,27581
2017-06-30,13,24907
2017-06-30,12,22439
2017-06-30,11,21595
2017-06-30,10,21195
2017-06-30,9,21499
2017-06-30,8,21490
2017-06-30,7,21618
2017-06-30,6,21914
2017-06-30,5,22308
2017-06-30,4,22634
2017-06-30,3,22873
2017-06-30,2,23424
2017-06-30,1,24362
2017-07-01,45,27179
2017-07-01,19,30467
2017-07-01,18,29324
2017-07-01,5,21422
2017-07-01,3,22008
2017-07-01,27,31215
2017-07-01,34,29208
2017-07-01,35,29700
2017-07-01,8,20540
2017-07-01,20,31009
2017-07-01,17,27875
2017-07-01,11,20024
2017-07-01,32,29093
2017-07-01,41,28221
2017-07-01,43,27548
2017-07-01,4,21813
2017-07-01,48,23796
2017-07-01,21,31654
2017-07-01,30,29615
2017-07-01,25,32228
2017-07-01,26,32093
2017-07-01,15,24378
2017-07-01,47,24934
2017-07-01,33,29285
2017-07-01,28,30181
2017-07-01,23,31845
2017-07-01,42,27778
2017-07-01,46,26220
2017-07-01,39,29493
2017-07-01,29,30011
2017-07-01,7,20640
2017-07-01,31,29182
2017-07-01,6,20984
2017-07-01,16,25952
2017-07-01,2,22398
2017-07-01,13,21484
2017-07-01,14,22630
2017-07-01,24,31915
2017-07-01,38,29780
2017-07-01,1,23253
2017-07-01,44,27453
2017-07-01,40,28835
2017-07-01,22,31864
2017-07-01,37,30079
2017-07-01,36,30122
2017-07-01,10,19951
2017-07-01,12,20321
2017-07-01,9,20352
2017-07-02,48,23402
2017-07-02,47,25112
2017-07-02,46,27116
2017-07-02,45,28528
2017-07-02,44,28712
2017-07-02,43,29052
2017-07-02,42,29364
2017-07-02,41,30061
2017-07-02,40,30509
2017-07-02,39,30997
2017-07-02,38,31041
2017-07-02,37,30815
2017-07-02,36,30958
2017-07-02,35,30769
2017-07-02,34,30445
2017-07-02,33,30040
2017-07-02,32,29600
2017-07-02,31,29836
2017-07-02,30,29724
2017-07-02,29,30012
2017-07-02,28,30137
2017-07-02,27,30721
2017-07-02,26,31118
2017-07-02,25,31170
2017-07-02,24,31019
2017-07-02,23,30408
2017-07-02,22,29853
2017-07-02,21,29181
2017-07-02,20,28310
2017-07-02,19,27132
2017-07-02,18,25713
2017-07-02,17,24174
2017-07-02,16,22466
2017-07-02,15,21167
2017-07-02,14,20104
2017-07-02,13,19173
2017-07-02,12,18380
2017-07-02,11,18289
2017-07-02,10,18437
2017-07-02,9,18991
2017-07-02,8,19278
2017-07-02,7,19359
2017-07-02,6,19600
2017-07-02,5,20043
2017-07-02,4,20515
2017-07-02,3,21102
2017-07-02,2,21703
2017-07-02,1,22683
2017-07-03,48,24980
2017-07-03,47,26792
2017-07-03,46,28661
2017-07-03,45,30344
2017-07-03,44,30984
2017-07-03,43,31554
2017-07-03,42,32226
2017-07-03,41,33231
2017-07-03,40,34049
2017-07-03,39,34691
2017-07-03,38,35483
2017-07-03,37,35899
2017-07-03,36,36266
2017-07-03,35,36784
2017-07-03,34,36731
2017-07-03,33,36282
2017-07-03,32,35642
2017-07-03,31,35234
2017-07-03,30,35843
2017-07-03,29,36364
2017-07-03,28,36316
2017-07-03,27,36677
2017-07-03,26,36975
2017-07-03,25,37005
2017-07-03,24,36370
2017-07-03,23,36229
2017-07-03,22,35898
2017-07-03,21,35415
2017-07-03,20,35588
2017-07-03,19,35097
2017-07-03,18,34438
2017-07-03,17,33856
2017-07-03,16,32249
2017-07-03,15,30144
2017-07-03,14,26793
2017-07-03,13,23963
2017-07-03,12,21214
2017-07-03,11,20175
2017-07-03,10,19654
2017-07-03,9,19810
2017-07-03,8,19901
2017-07-03,7,19869
2017-07-03,6,19911
2017-07-03,5,20238
2017-07-03,4,20726
2017-07-03,3,20974
2017-07-03,2,21553
2017-07-03,1,22172
2017-07-04,48,25469
2017-07-04,47,27170
2017-07-04,46,29165
2017-07-04,45,30871
2017-07-04,44,31539
2017-07-04,43,32113
2017-07-04,42,32810
2017-07-04,41,33713
2017-07-04,40,34520
2017-07-04,39,35354
2017-07-04,38,36052
2017-07-04,37,36604
2017-07-04,36,36875
2017-07-04,35,37176
2017-07-04,34,37380
2017-07-04,33,37376
2017-07-04,32,36128
2017-07-04,31,35863
2017-07-04,30,36168
2017-07-04,29,36387
2017-07-04,28,36023
2017-07-04,27,36395
2017-07-04,26,37095
2017-07-04,25,36939
2017-07-04,24,36917
2017-07-04,23,36754
2017-07-04,22,36627
2017-07-04,21,36588
2017-07-04,20,36205
2017-07-04,19,35842
2017-07-04,18,35002
2017-07-04,17,34468
2017-07-04,16,32930
2017-07-04,15,30692
2017-07-04,14,27568
2017-07-04,13,24904
2017-07-04,12,22457
2017-07-04,11,21523
2017-07-04,10,21090
2017-07-04,9,21284
2017-07-04,8,21227
2017-07-04,7,21349
2017-07-04,6,21522
2017-07-04,5,21827
2017-07-04,4,22235
2017-07-04,3,22475
2017-07-04,2,22906
2017-07-04,1,23723
2017-07-05,48,26091
2017-07-05,47,27910
2017-07-05,46,29914
2017-07-05,45,31333
2017-07-05,44,31851
2017-07-05,43,32209
2017-07-05,42,32815
2017-07-05,41,33613
2017-07-05,40,34402
2017-07-05,39,35057
2017-07-05,38,35666
2017-07-05,37,36305
2017-07-05,36,36936
2017-07-05,35,37267
2017-07-05,34,37616
2017-07-05,33,37201
2017-07-05,32,36804
2017-07-05,31,36530
2017-07-05,30,36375
2017-07-05,29,36422
2017-07-05,28,36657
2017-07-05,27,36864
2017-07-05,26,37207
2017-07-05,25,37029
2017-07-05,24,37110
2017-07-05,23,37011
2017-07-05,22,36422
2017-07-05,21,35939
2017-07-05,20,35707
2017-07-05,19,35239
2017-07-05,18,34647
2017-07-05,17,34202
2017-07-05,16,32855
2017-07-05,15,30941
2017-07-05,14,27816
2017-07-05,13,25106
2017-07-05,12,22555
2017-07-05,11,21682
2017-07-05,10,21223
2017-07-05,9,21501
2017-07-05,8,21500
2017-07-05,7,21577
2017-07-05,6,21771
2017-07-05,5,22042
2017-07-05,4,22453
2017-07-05,3,22660
2017-07-05,2,23274
2017-07-05,1,24124
2017-07-06,48,26687
2017-07-06,47,28411
2017-07-06,46,30259
2017-07-06,45,31793
2017-07-06,44,32329
2017-07-06,43,32841
2017-07-06,42,33413
2017-07-06,41,34111
2017-07-06,40,34963
2017-07-06,39,35968
2017-07-06,38,36483
2017-07-06,37,37253
2017-07-06,36,37798
2017-07-06,35,38283
2017-07-06,34,38534
2017-07-06,33,38355
2017-07-06,32,37885
2017-07-06,31,38017
2017-07-06,30,38257
2017-07-06,29,38617
2017-07-06,28,38526
2017-07-06,27,38407
2017-07-06,26,38449
2017-07-06,25,38696
2017-07-06,24,38266
2017-07-06,23,37771
2017-07-06,22,37320
2017-07-06,21,37063
2017-07-06,20,36737
2017-07-06,19,36174
2017-07-06,18,35355
2017-07-06,17,34384
2017-07-06,16,33109
2017-07-06,15,31184
2017-07-06,14,28097
2017-07-06,13,25414
2017-07-06,12,22830
2017-07-06,11,22088
2017-07-06,10,21659
2017-07-06,9,21955
2017-07-06,8,21932
2017-07-06,7,22086
2017-07-06,6,22253
2017-07-06,5,22553
2017-07-06,4,23018
2017-07-06,3,23369
2017-07-06,2,23899
2017-07-06,1,24716
2017-07-07,48,25737
2017-07-07,47,27257
2017-07-07,46,28886
2017-07-07,45,30156
2017-07-07,44,30508
2017-07-07,43,30662
2017-07-07,42,31147
2017-07-07,41,32060
2017-07-07,40,33154
2017-07-07,39,33883
2017-07-07,38,34843
2017-07-07,37,35363
2017-07-07,36,35956
2017-07-07,35,36255
2017-07-07,34,36035
2017-07-07,33,35886
2017-07-07,32,35992
2017-07-07,31,36325
2017-07-07,30,36569
2017-07-07,29,36884
2017-07-07,28,36844
2017-07-07,27,37144
2017-07-07,26,37665
2017-07-07,25,37829
2017-07-07,24,37731
2017-07-07,23,37596
2017-07-07,22,37131
2017-07-07,21,37017
2017-07-07,20,36504
2017-07-07,19,35877
2017-07-07,18,35041
2017-07-07,17,34497
2017-07-07,16,33139
2017-07-07,15,31109
2017-07-07,14,28153
2017-07-07,13,25514
2017-07-07,12,22948
2017-07-07,11,22068
2017-07-07,10,21765
2017-07-07,9,22047
2017-07-07,8,22113
2017-07-07,7,22170
2017-07-07,6,22480
2017-07-07,5,22792
2017-07-07,4,23303
2017-07-07,3,23588
2017-07-07,2,24229
2017-07-07,1,25246
2017-07-08,48,24321
2017-07-08,47,25433
2017-07-08,46,26618
2017-07-08,45,27303
2017-07-08,44,27588
2017-07-08,43,27622
2017-07-08,42,28067
2017-07-08,41,28698
2017-07-08,40,29501
2017-07-08,39,30230
2017-07-08,38,30856
2017-07-08,37,31016
2017-07-08,36,30943
2017-07-08,35,30967
2017-07-08,34,30456
2017-07-08,33,29979
2017-07-08,32,30030
2017-07-08,31,30394
2017-07-08,30,30522
2017-07-08,29,31193
2017-07-08,28,31445
2017-07-08,27,31803
2017-07-08,26,32241
2017-07-08,25,32540
2017-07-08,24,32464
2017-07-08,23,32510
2017-07-08,22,32007
2017-07-08,21,31680
2017-07-08,20,31607
2017-07-08,19,31070
2017-07-08,18,29580
2017-07-08,17,28287
2017-07-08,16,26415
2017-07-08,15,24685
2017-07-08,14,22794
2017-07-08,13,21561
2017-07-08,12,20351
2017-07-08,11,20110
2017-07-08,10,20216
2017-07-08,9,20668
2017-07-08,8,20817
2017-07-08,7,21071
2017-07-08,6,21358
2017-07-08,5,21777
2017-07-08,4,22290
2017-07-08,3,22792
2017-07-08,2,23464
2017-07-08,1,24385
2017-07-09,48,24134
2017-07-09,47,25480
2017-07-09,46,27090
2017-07-09,45,28212
2017-07-09,44,28525
2017-07-09,43,28754
2017-07-09,42,29051
2017-07-09,41,29743
2017-07-09,40,30305
2017-07-09,39,30855
2017-07-09,38,31063
2017-07-09,37,31274
2017-07-09,36,31506
2017-07-09,35,31423
2017-07-09,34,30885
2017-07-09,33,30776
2017-07-09,32,30406
2017-07-09,31,29953
2017-07-09,30,29953
2017-07-09,29,30453
2017-07-09,28,30250
2017-07-09,27,30669
2017-07-09,26,31275
2017-07-09,25,31618
2017-07-09,24,31499
2017-07-09,23,31060
2017-07-09,22,30839
2017-07-09,21,29696
2017-07-09,20,28593
2017-07-09,19,27791
2017-07-09,18,26152
2017-07-09,17,24771
2017-07-09,16,23011
2017-07-09,15,21845
2017-07-09,14,20671
2017-07-09,13,20043
2017-07-09,12,19298
2017-07-09,11,19178
2017-07-09,10,19354
2017-07-09,9,19827
2017-07-09,8,19982
2017-07-09,7,20091
2017-07-09,6,20342
2017-07-09,5,20762
2017-07-09,4,21253
2017-07-09,3,21567
2017-07-09,2,22180
2017-07-09,1,23076
2017-07-10,48,25238
2017-07-10,47,26914
2017-07-10,46,28820
2017-07-10,45,30404
2017-07-10,44,31379
2017-07-10,43,31923
2017-07-10,42,32442
2017-07-10,41,32924
2017-07-10,40,33625
2017-07-10,39,34784
2017-07-10,38,35500
2017-07-10,37,36268
2017-07-10,36,36993
2017-07-10,35,37354
2017-07-10,34,37193
2017-07-10,33,36754
2017-07-10,32,36630
2017-07-10,31,36514
2017-07-10,30,36873
2017-07-10,29,36821
2017-07-10,28,36864
2017-07-10,27,37304
2017-07-10,26,37521
2017-07-10,25,37450
2017-07-10,24,37308
2017-07-10,23,36871
2017-07-10,22,36823
2017-07-10,21,36293
2017-07-10,20,35818
2017-07-10,19,35263
2017-07-10,18,34268
2017-07-10,17,33892
2017-07-10,16,32583
2017-07-10,15,30381
2017-07-10,14,27189
2017-07-10,13,24548
2017-07-10,12,21844
2017-07-10,11,20970
2017-07-10,10,20583
2017-07-10,9,20721
2017-07-10,8,20595
2017-07-10,7,20633
2017-07-10,6,20828
2017-07-10,5,21040
2017-07-10,4,21348
2017-07-10,3,21624
2017-07-10,2,22053
2017-07-10,1,22777
2017-07-11,48,25385
2017-07-11,47,27010
2017-07-11,46,28956
2017-07-11,45,30756
2017-07-11,44,31768
2017-07-11,43,32597
2017-07-11,42,33222
2017-07-11,41,34121
2017-07-11,40,34864
2017-07-11,39,35625
2017-07-11,38,36246
2017-07-11,37,36784
2017-07-11,36,37183
2017-07-11,35,37548
2017-07-11,34,37457
2017-07-11,33,36858
2017-07-11,32,36342
2017-07-11,31,36051
2017-07-11,30,36211
2017-07-11,29,36644
2017-07-11,28,36720
2017-07-11,27,37332
2017-07-11,26,37407
2017-07-11,25,37300
2017-07-11,24,36920
2017-07-11,23,37091
2017-07-11,22,36550
2017-07-11,21,36392
2017-07-11,20,36076
2017-07-11,19,35587
2017-07-11,18,34919
2017-07-11,17,34516
2017-07-11,16,32958
2017-07-11,15,30935
2017-07-11,14,27843
2017-07-11,13,25176
2017-07-11,12,22691
2017-07-11,11,21805
2017-07-11,10,21446
2017-07-11,9,21538
2017-07-11,8,21600
2017-07-11,7,21617
2017-07-11,6,21848
2017-07-11,5,21976
2017-07-11,4,22398
2017-07-11,3,22618
2017-07-11,2,23127
2017-07-11,1,23891
2017-07-12,48,25094
2017-07-12,47,26855
2017-07-12,46,28844
2017-07-12,45,30426
2017-07-12,44,31176
2017-07-12,43,31748
2017-07-12,42,32303
2017-07-12,41,33238
2017-07-12,40,33985
2017-07-12,39,34795
2017-07-12,38,35398
2017-07-12,37,35815
2017-07-12,36,36240
2017-07-12,35,36911
2017-07-12,34,37138
