SETTLEMENT_DATE,SETTLEMENT_PERIOD,Total
2014-03-19,25,41987
2014-03-19,24,42114
2014-03-19,23,42110
2014-03-19,22,42104
2014-03-19,21,41961
2014-03-19,20,41829
2014-03-19,19,41680
2014-03-19,18,41007
2014-03-19,17,40771
2014-03-19,16,39472
2014-03-19,15,37711
2014-03-19,14,34315
2014-03-19,13,31185
2014-03-19,12,28349
2014-03-19,11,26876
2014-03-19,10,26197
2014-03-19,9,26038
2014-03-19,8,26341
2014-03-19,7,26721
2014-03-19,6,27220
2014-03-19,5,27521
2014-03-19,4,28072
2014-03-19,3,28682
2014-03-19,2,29174
2014-03-19,1,28935
2014-03-20,48,30086
2014-03-20,47,31429
2014-03-20,46,33613
2014-03-20,45,35551
2014-03-20,44,37929
2014-03-20,43,40027
2014-03-20,42,41897
2014-03-20,41,43629
2014-03-20,40,44694
2014-03-20,39,45881
2014-03-20,38,46182
2014-03-20,37,45210
2014-03-20,36,44289
2014-03-20,35,43934
2014-03-20,34,43412
2014-03-20,33,42743
2014-03-20,32,41753
2014-03-20,31,41050
2014-03-20,30,41152
2014-03-20,29,41237
2014-03-20,28,41373
2014-03-20,27,41702
2014-03-20,26,41781
2014-03-20,25,41955
2014-03-20,24,41773
2014-03-20,23,41925
2014-03-20,22,41784
2014-03-20,21,41693
2014-03-20,20,41749
2014-03-20,19,41473
2014-03-20,18,40783
2014-03-20,17,40332
2014-03-20,16,39024
2014-03-20,15,37109
2014-03-20,14,33741
2014-03-20,13,30287
2014-03-20,12,27725
2014-03-20,11,26714
2014-03-20,10,25966
2014-03-20,9,25816
2014-03-20,8,26135
2014-03-20,7,26431
2014-03-20,6,26997
2014-03-20,5,27277
2014-03-20,4,27755
2014-03-20,3,28635
2014-03-20,2,29010
2014-03-20,1,28866
2014-03-21,48,30041
2014-03-21,47,31219
2014-03-21,46,33035
2014-03-21,45,34643
2014-03-21,44,36393
2014-03-21,43,38435
2014-03-21,42,39841
2014-03-21,41,41493
2014-03-21,40,42843
2014-03-21,39,44189
2014-03-21,38,44488
2014-03-21,37,42627
2014-03-21,36,41356
2014-03-21,35,41411
2014-03-21,34,40859
2014-03-21,33,40408
2014-03-21,32,39798
2014-03-21,31,39451
2014-03-21,30,39628
2014-03-21,29,40094
2014-03-21,28,40756
2014-03-21,27,40840
2014-03-21,26,41332
2014-03-21,25,41857
2014-03-21,24,41904
2014-03-21,23,42049
2014-03-21,22,41988
2014-03-21,21,41855
2014-03-21,20,42039
2014-03-21,19,41833
2014-03-21,18,41366
2014-03-21,17,41049
2014-03-21,16,40032
2014-03-21,15,38301
2014-03-21,14,34753
2014-03-21,13,31381
2014-03-21,12,28753
2014-03-21,11,27632
2014-03-21,10,26908
2014-03-21,9,26778
2014-03-21,8,27070
2014-03-21,7,27608
2014-03-21,6,28044
2014-03-21,5,28163
2014-03-21,4,28862
2014-03-21,3,29567
2014-03-21,2,29858
2014-03-21,1,29762
2014-03-22,48,29536
2014-03-22,47,30653
2014-03-22,46,32195
2014-03-22,45,33202
2014-03-22,44,34742
2014-03-22,43,36124
2014-03-22,42,37390
2014-03-22,41,38650
2014-03-22,40,39707
2014-03-22,39,40809
2014-03-22,38,40874
2014-03-22,37,39324
2014-03-22,36,38295
2014-03-22,35,37637
2014-03-22,34,36606
2014-03-22,33,35896
2014-03-22,32,35536
2014-03-22,31,35503
2014-03-22,30,35770
2014-03-22,29,36411
2014-03-22,28,36850
2014-03-22,27,37217
2014-03-22,26,37620
2014-03-22,25,37997
2014-03-22,24,38123
2014-03-22,23,37901
2014-03-22,22,37936
2014-03-22,21,37824
2014-03-22,20,37702
2014-03-22,19,37230
2014-03-22,18,35887
2014-03-22,17,34319
2014-03-22,16,32074
2014-03-22,15,30502
2014-03-22,14,28624
2014-03-22,13,27382
2014-03-22,12,26454
2014-03-22,11,26161
2014-03-22,10,25978
2014-03-22,9,26083
2014-03-22,8,26622
2014-03-22,7,27121
2014-03-22,6,27524
2014-03-22,5,27912
2014-03-22,4,28468
2014-03-22,3,29353
2014-03-22,2,29871
2014-03-22,1,29784
2014-03-23,48,28961
2014-03-23,47,30109
2014-03-23,46,32038
2014-03-23,45,33899
2014-03-23,44,35511
2014-03-23,43,37614
2014-03-23,42,38997
2014-03-23,41,40602
2014-03-23,40,41050
2014-03-23,39,41964
2014-03-23,38,41132
2014-03-23,37,39448
2014-03-23,36,38229
2014-03-23,35,38011
2014-03-23,34,37281
2014-03-23,33,36919
2014-03-23,32,36429
2014-03-23,31,36344
2014-03-23,30,36386
2014-03-23,29,36912
2014-03-23,28,37085
2014-03-23,27,37453
2014-03-23,26,37932
2014-03-23,25,37957
2014-03-23,24,37666
2014-03-23,23,37237
2014-03-23,22,36855
2014-03-23,21,36326
2014-03-23,20,35388
2014-03-23,19,34171
2014-03-23,18,32533
2014-03-23,17,30555
2014-03-23,16,28789
2014-03-23,15,27708
2014-03-23,14,26424
2014-03-23,13,25578
2014-03-23,12,25217
2014-03-23,11,25214
2014-03-23,10,25117
2014-03-23,9,25317
2014-03-23,8,25699
2014-03-23,7,26495
2014-03-23,6,27026
2014-03-23,5,27128
2014-03-23,4,27812
2014-03-23,3,28626
2014-03-23,2,29246
2014-03-23,1,29268
2014-03-24,48,29854
2014-03-24,47,31359
2014-03-24,46,33658
2014-03-24,45,35732
2014-03-24,44,37846
2014-03-24,43,40253
2014-03-24,42,42377
2014-03-24,41,44060
2014-03-24,40,45402
2014-03-24,39,46683
2014-03-24,38,46773
2014-03-24,37,45080
2014-03-24,36,44002
2014-03-24,35,43801
2014-03-24,34,43324
2014-03-24,33,42471
2014-03-24,32,41874
2014-03-24,31,41550
2014-03-24,30,41962
2014-03-24,29,42394
2014-03-24,28,42662
2014-03-24,27,42889
2014-03-24,26,43339
2014-03-24,25,43502
2014-03-24,24,43579
2014-03-24,23,43417
2014-03-24,22,43597
2014-03-24,21,43414
2014-03-24,20,43595
2014-03-24,19,43247
2014-03-24,18,42421
2014-03-24,17,41853
2014-03-24,16,41126
2014-03-24,15,39173
2014-03-24,14,35420
2014-03-24,13,31967
2014-03-24,12,29029
2014-03-24,11,27960
2014-03-24,10,27119
2014-03-24,9,26961
2014-03-24,8,27170
2014-03-24,7,27726
2014-03-24,6,28063
2014-03-24,5,28038
2014-03-24,4,28503
2014-03-24,3,29026
2014-03-24,2,29077
2014-03-24,1,28777
2014-03-25,48,31071
2014-03-25,47,32404
2014-03-25,46,34687
2014-03-25,45,36867
2014-03-25,44,39096
2014-03-25,43,41256
2014-03-25,42,43063
2014-03-25,41,44748
2014-03-25,40,46283
2014-03-25,39,47430
2014-03-25,38,47233
2014-03-25,37,45880
2014-03-25,36,45481
2014-03-25,35,45544
2014-03-25,34,44864
2014-03-25,33,44244
2014-03-25,32,43548
2014-03-25,31,43073
2014-03-25,30,43341
2014-03-25,29,43590
2014-03-25,28,43658
2014-03-25,27,43866
2014-03-25,26,44267
2014-03-25,25,44546
2014-03-25,24,44431
2014-03-25,23,44225
2014-03-25,22,44009
2014-03-25,21,43944
2014-03-25,20,43822
2014-03-25,19,43594
2014-03-25,18,42776
2014-03-25,17,42371
2014-03-25,16,41176
2014-03-25,15,39382
2014-03-25,14,35600
2014-03-25,13,32349
2014-03-25,12,29147
2014-03-25,11,28255
2014-03-25,10,27546
2014-03-25,9,27380
2014-03-25,8,27558
2014-03-25,7,28176
2014-03-25,6,28592
2014-03-25,5,28590
2014-03-25,4,28958
2014-03-25,3,29752
2014-03-25,2,30002
2014-03-25,1,29619
2014-03-26,48,31476
2014-03-26,47,32812
2014-03-26,46,35098
2014-03-26,45,37272
2014-03-26,44,39481
2014-03-26,43,41861
2014-03-26,42,43695
2014-03-26,41,45324
2014-03-26,40,46849
2014-03-26,39,47790
2014-03-26,38,47574
2014-03-26,37,46303
2014-03-26,36,45876
2014-03-26,35,45939
2014-03-26,34,45251
2014-03-26,33,44410
2014-03-26,32,43889
2014-03-26,31,43449
2014-03-26,30,43358
2014-03-26,29,43610
2014-03-26,28,43582
2014-03-26,27,43523
2014-03-26,26,43777
2014-03-26,25,44299
2014-03-26,24,44081
2014-03-26,23,44032
2014-03-26,22,43990
2014-03-26,21,43988
2014-03-26,20,44018
2014-03-26,19,43966
2014-03-26,18,43195
2014-03-26,17,42607
2014-03-26,16,41087
2014-03-26,15,39235
2014-03-26,14,35513
2014-03-26,13,32447
2014-03-26,12,29589
2014-03-26,11,28638
2014-03-26,10,28076
2014-03-26,9,27895
2014-03-26,8,28185
2014-03-26,7,28772
2014-03-26,6,29246
2014-03-26,5,29478
2014-03-26,4,29967
2014-03-26,3,30653
2014-03-26,2,30914
2014-03-26,1,30747
2014-03-27,48,31219
2014-03-27,47,32538
2014-03-27,46,34901
2014-03-27,45,36833
2014-03-27,44,39088
2014-03-27,43,41273
2014-03-27,42,42940
2014-03-27,41,44801
2014-03-27,40,46381
2014-03-27,39,47538
2014-03-27,38,47383
2014-03-27,37,46104
2014-03-27,36,45621
2014-03-27,35,45275
2014-03-27,34,44631
2014-03-27,33,44114
2014-03-27,32,43318
2014-03-27,31,43046
2014-03-27,30,43375
2014-03-27,29,43803
2014-03-27,28,43939
2014-03-27,27,43897
2014-03-27,26,44097
2014-03-27,25,44348
2014-03-27,24,44251
2014-03-27,23,44200
2014-03-27,22,44048
2014-03-27,21,43892
2014-03-27,20,44127
2014-03-27,19,43732
2014-03-27,18,42917
2014-03-27,17,42651
2014-03-27,16,41549
2014-03-27,15,39486
2014-03-27,14,36256
2014-03-27,13,32896
2014-03-27,12,29941
2014-03-27,11,28898
2014-03-27,10,28307
2014-03-27,9,28232
2014-03-27,8,28600
2014-03-27,7,29173
2014-03-27,6,29701
2014-03-27,5,29777
2014-03-27,4,30383
2014-03-27,3,31004
2014-03-27,2,31337
2014-03-27,1,31080
2014-03-28,48,30858
2014-03-28,47,32047
2014-03-28,46,33750
2014-03-28,45,35480
2014-03-28,44,37412
2014-03-28,43,39454
2014-03-28,42,41012
2014-03-28,41,42672
2014-03-28,40,43923
2014-03-28,39,45064
2014-03-28,38,45234
2014-03-28,37,43702
2014-03-28,36,43266
2014-03-28,35,43370
2014-03-28,34,42845
2014-03-28,33,42128
2014-03-28,32,41711
2014-03-28,31,41390
2014-03-28,30,41816
2014-03-28,29,42253
2014-03-28,28,42697
2014-03-28,27,43072
2014-03-28,26,43428
2014-03-28,25,43883
2014-03-28,24,43929
2014-03-28,23,43939
2014-03-28,22,43987
2014-03-28,21,44075
2014-03-28,20,44079
2014-03-28,19,44e3
2014-03-28,18,43201
2014-03-28,17,42995
2014-03-28,16,41695
2014-03-28,15,39526
2014-03-28,14,35825
2014-03-28,13,32496
2014-03-28,12,29847
2014-03-28,11,28831
2014-03-28,10,28053
2014-03-28,9,27987
2014-03-28,8,28520
2014-03-28,7,28946
2014-03-28,6,29294
2014-03-28,5,29380
2014-03-28,4,30097
2014-03-28,3,30850
2014-03-28,2,31175
2014-03-28,1,31030
2014-03-29,48,28409
2014-03-29,47,29380
2014-03-29,46,31120
2014-03-29,45,32415
2014-03-29,44,33822
2014-03-29,43,35012
2014-03-29,42,36137
2014-03-29,41,37451
2014-03-29,40,38368
2014-03-29,39,39384
2014-03-29,38,38910
2014-03-29,37,37140
2014-03-29,36,36267
2014-03-29,35,35388
2014-03-29,34,34296
2014-03-29,33,33735
2014-03-29,32,33570
2014-03-29,31,33685
2014-03-29,30,34025
2014-03-29,29,34572
2014-03-29,28,35280
2014-03-29,27,35950
2014-03-29,26,36582
2014-03-29,25,37038
2014-03-29,24,37531
2014-03-29,23,37824
2014-03-29,22,37992
2014-03-29,21,38027
2014-03-29,20,37729
2014-03-29,19,37359
2014-03-29,18,36149
2014-03-29,17,34699
2014-03-29,16,32559
2014-03-29,15,30880
2014-03-29,14,28992
2014-03-29,13,27559
2014-03-29,12,26499
2014-03-29,11,26435
2014-03-29,10,26338
2014-03-29,9,26419
2014-03-29,8,26585
2014-03-29,7,27435
2014-03-29,6,28073
2014-03-29,5,28283
2014-03-29,4,28983
2014-03-29,3,30127
2014-03-29,2,30521
2014-03-29,1,30551
2014-03-30,46,27406
2014-03-30,45,29053
2014-03-30,44,31024
2014-03-30,43,32975
2014-03-30,42,34557
2014-03-30,41,35984
2014-03-30,40,37181
2014-03-30,39,37961
2014-03-30,38,36557
2014-03-30,37,35458
2014-03-30,36,34702
2014-03-30,35,34526
2014-03-30,34,34261
2014-03-30,33,34148
2014-03-30,32,33938
2014-03-30,31,33619
2014-03-30,30,33558
2014-03-30,29,33617
2014-03-30,28,33752
2014-03-30,27,34202
2014-03-30,26,34712
2014-03-30,25,35478
2014-03-30,24,35912
2014-03-30,23,35989
2014-03-30,22,35912
2014-03-30,21,35735
2014-03-30,20,35107
2014-03-30,19,34616
2014-03-30,18,33445
2014-03-30,17,31962
2014-03-30,16,30229
2014-03-30,15,28928
2014-03-30,14,27215
2014-03-30,13,25986
2014-03-30,12,25164
2014-03-30,11,25110
2014-03-30,10,24580
2014-03-30,9,24629
2014-03-30,8,24804
2014-03-30,7,25240
2014-03-30,6,25721
2014-03-30,5,26195
2014-03-30,4,26998
2014-03-30,3,27811
2014-03-30,2,28131
2014-03-30,1,28064
2014-03-31,48,28898
2014-03-31,47,30594
2014-03-31,46,32948
2014-03-31,45,35408
2014-03-31,44,37411
2014-03-31,43,39522
2014-03-31,42,41013
2014-03-31,41,42215
2014-03-31,40,42157
2014-03-31,39,41668
2014-03-31,38,41596
2014-03-31,37,41716
2014-03-31,36,41796
2014-03-31,35,41969
2014-03-31,34,41855
2014-03-31,33,41491
2014-03-31,32,40906
2014-03-31,31,40568
2014-03-31,30,40845
2014-03-31,29,41315
2014-03-31,28,41433
2014-03-31,27,41796
2014-03-31,26,41997
2014-03-31,25,42190
2014-03-31,24,42096
2014-03-31,23,42067
2014-03-31,22,41847
2014-03-31,21,41758
2014-03-31,20,41793
2014-03-31,19,41389
2014-03-31,18,40653
2014-03-31,17,40679
2014-03-31,16,39243
2014-03-31,15,36677
2014-03-31,14,32879
2014-03-31,13,30083
2014-03-31,12,27092
2014-03-31,11,25936
2014-03-31,10,25356
2014-03-31,9,25466
2014-03-31,8,25717
2014-03-31,7,26013
2014-03-31,6,26399
2014-03-31,5,26674
2014-03-31,4,26647
2014-03-31,3,25861
2014-03-31,2,25425
2014-03-31,1,26025
2014-04-01,41,41847
2014-04-01,16,39768
2014-04-01,31,40082
2014-04-01,1,27463
2014-04-01,17,40739
2014-04-01,22,42056
2014-04-01,48,28366
2014-04-01,36,40844
2014-04-01,26,41725
2014-04-01,29,40771
2014-04-01,42,40866
2014-04-01,11,27038
2014-04-01,21,41940
2014-04-01,32,40367
2014-04-01,20,41760
2014-04-01,9,26283
2014-04-01,8,26549
2014-04-01,4,27842
2014-04-01,23,42023
2014-04-01,38,40094
2014-04-01,3,27123
2014-04-01,24,42109
2014-04-01,12,28043
2014-04-01,46,32608
2014-04-01,7,26965
2014-04-01,6,27395
2014-04-01,30,40414
2014-04-01,15,37615
2014-04-01,40,40968
2014-04-01,45,35011
2014-04-01,18,40782
2014-04-01,44,37085
2014-04-01,5,27736
2014-04-01,27,41415
2014-04-01,37,40553
2014-04-01,2,26764
2014-04-01,28,40992
2014-04-01,47,30191
2014-04-01,19,41430
2014-04-01,13,31070
2014-04-01,43,39016
2014-04-01,35,41398
2014-04-01,34,41388
2014-04-01,33,40737
2014-04-01,25,42066
2014-04-01,39,40069
2014-04-01,14,33844
2014-04-01,10,26220
2014-04-02,48,28410
2014-04-02,47,30333
2014-04-02,46,32507
2014-04-02,45,34993
2014-04-02,44,37218
2014-04-02,43,39274
2014-04-02,42,40809
2014-04-02,41,42079
2014-04-02,40,41742
2014-04-02,39,41180
2014-04-02,38,41415
2014-04-02,37,41678
2014-04-02,36,42062
2014-04-02,35,42313
2014-04-02,34,42063
2014-04-02,33,41657
2014-04-02,32,41014
2014-04-02,31,40543
2014-04-02,30,40718
2014-04-02,29,41124
2014-04-02,28,41367
2014-04-02,27,41594
2014-04-02,26,41811
2014-04-02,25,42203
2014-04-02,24,42114
2014-04-02,23,42088
2014-04-02,22,41864
2014-04-02,21,41544
2014-04-02,20,41409
2014-04-02,19,41235
2014-04-02,18,40638
2014-04-02,17,40668
2014-04-02,16,39403
2014-04-02,15,37016
2014-04-02,14,33126
2014-04-02,13,30354
2014-04-02,12,27375
2014-04-02,11,26260
2014-04-02,10,25554
2014-04-02,9,25466
2014-04-02,8,25788
2014-04-02,7,26100
2014-04-02,6,26507
2014-04-02,5,26890
2014-04-02,4,27039
2014-04-02,3,26532
2014-04-02,2,26233
2014-04-02,1,26892
2014-04-03,48,28839
2014-04-03,47,30669
2014-04-03,46,33136
2014-04-03,45,35466
2014-04-03,44,37846
2014-04-03,43,39773
2014-04-03,42,41443
2014-04-03,41,42505
2014-04-03,40,42389
2014-04-03,39,41958
2014-04-03,38,42333
2014-04-03,37,42500
2014-04-03,36,42518
2014-04-03,35,42734
2014-04-03,34,42427
2014-04-03,33,41882
2014-04-03,32,41248
2014-04-03,31,40846
2014-04-03,30,41189
2014-04-03,29,41457
2014-04-03,28,41539
2014-04-03,27,41837
2014-04-03,26,42129
2014-04-03,25,42376
2014-04-03,24,42328
2014-04-03,23,42174
2014-04-03,22,41990
2014-04-03,21,41909
2014-04-03,20,41781
2014-04-03,19,41382
2014-04-03,18,40797
2014-04-03,17,40839
2014-04-03,16,39586
2014-04-03,15,37243
2014-04-03,14,33233
2014-04-03,13,30610
2014-04-03,12,27574
2014-04-03,11,26386
2014-04-03,10,25802
2014-04-03,9,25878
2014-04-03,8,26180
2014-04-03,7,26349
2014-04-03,6,26841
2014-04-03,5,27150
2014-04-03,4,27283
2014-04-03,3,26666
2014-04-03,2,26359
2014-04-03,1,26949
2014-04-04,48,28894
2014-04-04,47,30556
2014-04-04,46,32552
2014-04-04,45,34389
2014-04-04,44,36198
2014-04-04,43,38043
2014-04-04,42,39197
2014-04-04,41,39967
2014-04-04,40,39131
2014-04-04,39,38949
2014-04-04,38,39330
2014-04-04,37,39647
2014-04-04,36,40018
2014-04-04,35,40440
2014-04-04,34,40158
2014-04-04,33,40053
2014-04-04,32,39723
2014-04-04,31,39793
2014-04-04,30,40063
2014-04-04,29,40440
2014-04-04,28,40672
2014-04-04,27,41056
2014-04-04,26,41591
2014-04-04,25,41997
2014-04-04,24,42110
2014-04-04,23,42042
2014-04-04,22,41775
2014-04-04,21,41847
2014-04-04,20,41716
2014-04-04,19,41359
2014-04-04,18,41086
2014-04-04,17,41172
2014-04-04,16,39737
2014-04-04,15,37381
2014-04-04,14,33679
2014-04-04,13,30696
2014-04-04,12,27815
2014-04-04,11,26674
2014-04-04,10,26241
2014-04-04,9,26120
2014-04-04,8,26397
2014-04-04,7,26775
2014-04-04,6,27020
2014-04-04,5,27392
2014-04-04,4,27411
2014-04-04,3,27021
2014-04-04,2,26735
2014-04-04,1,27434
2014-04-05,48,27058
2014-04-05,47,28507
2014-04-05,46,30170
2014-04-05,45,31667
2014-04-05,44,33111
2014-04-05,43,34478
2014-04-05,42,35563
2014-04-05,41,36451
2014-04-05,40,36311
2014-04-05,39,36300
2014-04-05,38,36444
2014-04-05,37,36297
2014-04-05,36,36312
2014-04-05,35,36035
2014-04-05,34,35040
2014-04-05,33,34533
2014-04-05,32,34386
2014-04-05,31,34574
2014-04-05,30,34781
2014-04-05,29,35285
2014-04-05,28,35784
2014-04-05,27,36374
2014-04-05,26,36888
2014-04-05,25,37096
2014-04-05,24,37124
2014-04-05,23,37082
2014-04-05,22,37188
2014-04-05,21,36953
2014-04-05,20,36406
2014-04-05,19,35655
2014-04-05,18,34520
2014-04-05,17,32994
2014-04-05,16,30898
2014-04-05,15,28931
2014-04-05,14,26956
2014-04-05,13,26199
2014-04-05,12,25167
2014-04-05,11,24779
2014-04-05,10,24778
2014-04-05,9,24965
2014-04-05,8,25357
2014-04-05,7,25729
2014-04-05,6,26105
2014-04-05,5,26621
2014-04-05,4,27040
2014-04-05,3,26684
2014-04-05,2,26511
2014-04-05,1,27333
2014-04-06,48,26600
2014-04-06,47,28431
2014-04-06,46,30197
2014-04-06,45,32001
2014-04-06,44,33347
2014-04-06,43,35028
2014-04-06,42,36038
2014-04-06,41,36517
2014-04-06,40,35546
2014-04-06,39,35470
2014-04-06,38,35522
2014-04-06,37,35458
2014-04-06,36,35479
2014-04-06,35,35474
2014-04-06,34,35181
2014-04-06,33,34871
2014-04-06,32,34550
2014-04-06,31,34466
2014-04-06,30,34539
2014-04-06,29,34783
2014-04-06,28,35002
2014-04-06,27,35473
2014-04-06,26,35914
2014-04-06,25,35889
2014-04-06,24,35491
2014-04-06,23,35045
2014-04-06,22,34456
2014-04-06,21,33666
2014-04-06,20,32520
2014-04-06,19,31102
2014-04-06,18,29305
2014-04-06,17,27926
2014-04-06,16,26242
2014-04-06,15,24939
2014-04-06,14,23787
2014-04-06,13,23461
2014-04-06,12,22986
2014-04-06,11,22892
2014-04-06,10,22928
2014-04-06,9,23186
2014-04-06,8,23622
2014-04-06,7,23989
2014-04-06,6,24534
2014-04-06,5,25109
2014-04-06,4,25467
2014-04-06,3,25254
2014-04-06,2,25144
2014-04-06,1,25687
2014-04-07,48,28252
2014-04-07,47,30164
2014-04-07,46,32607
2014-04-07,45,34879
2014-04-07,44,37101
2014-04-07,43,39111
2014-04-07,42,40532
2014-04-07,41,41036
2014-04-07,40,40443
2014-04-07,39,40345
2014-04-07,38,40772
2014-04-07,37,41507
2014-04-07,36,42026
2014-04-07,35,42393
2014-04-07,34,42257
2014-04-07,33,41720
2014-04-07,32,41347
2014-04-07,31,41233
2014-04-07,30,41329
2014-04-07,29,41748
2014-04-07,28,41930
2014-04-07,27,42214
2014-04-07,26,42541
2014-04-07,25,42692
2014-04-07,24,42323
2014-04-07,23,41948
2014-04-07,22,41688
2014-04-07,21,41535
2014-04-07,20,41482
2014-04-07,19,41045
2014-04-07,18,39937
2014-04-07,17,39123
2014-04-07,16,37266
2014-04-07,15,34931
2014-04-07,14,31795
2014-04-07,13,29219
2014-04-07,12,26440
2014-04-07,11,25201
2014-04-07,10,24565
2014-04-07,9,24599
2014-04-07,8,24757
2014-04-07,7,25103
2014-04-07,6,25516
2014-04-07,5,25740
2014-04-07,4,25690
2014-04-07,3,24951
2014-04-07,2,24542
2014-04-07,1,25233
2014-04-08,48,28763
2014-04-08,47,30641
2014-04-08,46,33001
2014-04-08,45,35430
2014-04-08,44,37368
2014-04-08,43,39398
2014-04-08,42,40743
2014-04-08,41,40949
2014-04-08,40,39648
2014-04-08,39,39456
2014-04-08,38,39757
2014-04-08,37,40210
2014-04-08,36,40565
2014-04-08,35,41038
2014-04-08,34,40753
2014-04-08,33,40428
2014-04-08,32,40008
2014-04-08,31,39943
2014-04-08,30,40298
2014-04-08,29,40888
2014-04-08,28,41162
2014-04-08,27,41326
2014-04-08,26,41702
2014-04-08,25,41932
2014-04-08,24,41915
2014-04-08,23,41739
2014-04-08,22,41655
2014-04-08,21,41453
2014-04-08,20,41569
2014-04-08,19,41123
2014-04-08,18,40559
2014-04-08,17,39769
2014-04-08,16,38198
2014-04-08,15,35918
2014-04-08,14,32396
2014-04-08,13,29854
2014-04-08,12,27263
2014-04-08,11,26013
2014-04-08,10,25438
2014-04-08,9,25530
2014-04-08,8,25800
2014-04-08,7,26044
2014-04-08,6,26530
2014-04-08,5,26903
2014-04-08,4,26920
2014-04-08,3,26276
2014-04-08,2,26073
2014-04-08,1,26814
2014-04-09,48,28432
2014-04-09,47,30412
2014-04-09,46,32669
2014-04-09,45,34904
2014-04-09,44,36962
2014-04-09,43,38729
2014-04-09,42,40249
2014-04-09,41,40665
2014-04-09,40,39455
2014-04-09,39,39232
2014-04-09,38,39692
2014-04-09,37,39990
2014-04-09,36,40243
2014-04-09,35,40675
2014-04-09,34,40322
2014-04-09,33,39985
2014-04-09,32,39820
2014-04-09,31,39881
2014-04-09,30,40108
2014-04-09,29,40461
2014-04-09,28,40636
2014-04-09,27,40831
2014-04-09,26,41196
2014-04-09,25,41527
2014-04-09,24,41339
2014-04-09,23,41280
2014-04-09,22,41243
2014-04-09,21,41369
2014-04-09,20,41341
2014-04-09,19,41010
2014-04-09,18,40406
2014-04-09,17,39941
2014-04-09,16,38234
2014-04-09,15,35983
2014-04-09,14,32702
2014-04-09,13,29995
2014-04-09,12,27835
2014-04-09,11,26604
2014-04-09,10,25872
2014-04-09,9,26023
2014-04-09,8,26325
2014-04-09,7,26528
2014-04-09,6,26884
2014-04-09,5,27134
2014-04-09,4,27216
2014-04-09,3,26743
2014-04-09,2,26480
2014-04-09,1,27124
2014-04-10,48,28768
2014-04-10,47,30574
2014-04-10,46,32726
2014-04-10,45,34770
2014-04-10,44,36781
2014-04-10,43,38544
2014-04-10,42,39944
2014-04-10,41,40117
2014-04-10,40,39313
2014-04-10,39,39177
2014-04-10,38,39536
2014-04-10,37,39976
2014-04-10,36,40266
2014-04-10,35,40398
2014-04-10,34,40175
2014-04-10,33,39712
2014-04-10,32,39540
2014-04-10,31,39684
2014-04-10,30,39711
2014-04-10,29,40178
2014-04-10,28,40241
2014-04-10,27,40530
2014-04-10,26,40895
2014-04-10,25,41042
2014-04-10,24,41015
2014-04-10,23,40951
2014-04-10,22,40935
2014-04-10,21,41002
2014-04-10,20,41047
2014-04-10,19,40832
2014-04-10,18,40153
2014-04-10,17,39472
2014-04-10,16,37686
2014-04-10,15,35595
2014-04-10,14,32411
2014-04-10,13,30065
2014-04-10,12,27539
2014-04-10,11,26324
2014-04-10,10,25771
2014-04-10,9,25850
2014-04-10,8,25942
2014-04-10,7,26300
2014-04-10,6,26600
2014-04-10,5,26890
2014-04-10,4,27121
2014-04-10,3,26650
2014-04-10,2,26431
2014-04-10,1,26924
2014-04-11,48,27910
2014-04-11,47,29482
2014-04-11,46,31549
2014-04-11,45,33467
2014-04-11,44,35120
2014-04-11,43,36886
2014-04-11,42,37916
2014-04-11,41,38163
2014-04-11,40,37220
2014-04-11,39,37109
2014-04-11,38,37529
2014-04-11,37,37681
2014-04-11,36,38031
2014-04-11,35,38268
2014-04-11,34,38185
2014-04-11,33,37902
2014-04-11,32,37708
2014-04-11,31,37766
2014-04-11,30,38210
2014-04-11,29,38666
2014-04-11,28,39257
2014-04-11,27,39666
2014-04-11,26,40235
2014-04-11,25,40725
2014-04-11,24,40910
2014-04-11,23,40734
2014-04-11,22,40735
2014-04-11,21,40754
2014-04-11,20,40851
2014-04-11,19,40660
2014-04-11,18,39999
2014-04-11,17,39193
2014-04-11,16,37347
2014-04-11,15,35141
2014-04-11,14,31727
2014-04-11,13,29359
2014-04-11,12,27272
2014-04-11,11,26092
2014-04-11,10,25491
2014-04-11,9,25493
2014-04-11,8,25741
2014-04-11,7,26216
2014-04-11,6,26474
2014-04-11,5,26796
2014-04-11,4,26920
2014-04-11,3,26478
2014-04-11,2,26443
2014-04-11,1,27276
2014-04-12,48,27277
2014-04-12,47,28590
2014-04-12,46,30105
2014-04-12,45,31463
2014-04-12,44,32767
2014-04-12,43,33866
2014-04-12,42,34742
2014-04-12,41,34852
2014-04-12,40,34118
2014-04-12,39,34358
2014-04-12,38,34486
2014-04-12,37,35100
2014-04-12,36,35166
2014-04-12,35,34910
2014-04-12,34,34043
2014-04-12,33,33259
2014-04-12,32,33098
2014-04-12,31,33338
2014-04-12,30,33641
2014-04-12,29,33921
2014-04-12,28,34339
2014-04-12,27,34870
2014-04-12,26,35451
2014-04-12,25,35696
2014-04-12,24,35991
2014-04-12,23,35947
2014-04-12,22,36020
2014-04-12,21,35700
2014-04-12,20,35226
2014-04-12,19,34595
2014-04-12,18,33342
2014-04-12,17,31992
2014-04-12,16,29807
2014-04-12,15,28120
2014-04-12,14,26118
2014-04-12,13,24926
2014-04-12,12,24180
