"","Year","Sector","End use","variable","Lookup","value"
"681",2018,"Total","Cooling and ventilation","Electricity","2018TotalCooling and ventilationElectricity",1063.0978964455
"682",2018,"Total","Lighting and appliances","Electricity","2018TotalLighting and appliancesElectricity",8818.42603622101
"683",2018,"Total","Motors","Electricity","2018TotalMotorsElectricity",3660.91710353235
"684",2018,"Total","Compressed air","Electricity","2018TotalCompressed airElectricity",882.344787576966
"685",2018,"Total","Refrigeration","Electricity","2018TotalRefrigerationElectricity",386.477292243084
"686",2018,"Total","Other","Electricity","2018TotalOtherElectricity",3034.05738141673
"687",2018,"Total","Transport","Electricity","2018TotalTransportElectricity",428.507927997274
"688",2018,"Total","Non-heat total","Electricity","2018TotalNon-heat totalElectricity",19098.4633994951
"689",2018,"Total","Overall total","Electricity","2018TotalOverall totalElectricity",27908.7956705929
"690",2018,"Total","Overall total excluding transport","Electricity","2018TotalOverall total excluding transportElectricity",27480.2877425956
"691",2017,"Domestic","Space heating","Electricity","2017DomesticSpace heatingElectricity",1511.02356729054
"692",2017,"Domestic","Water heating","Electricity","2017DomesticWater heatingElectricity",390.084496028461
"693",2017,"Domestic","Cooking/catering","Electricity","2017DomesticCooking/cateringElectricity",497.228247505433
"694",2017,"Domestic","Heat total","Electricity","2017DomesticHeat totalElectricity",2398.33631082444
"695",2017,"Domestic","Lighting and appliances","Electricity","2017DomesticLighting and appliancesElectricity",6661.67235120989
"696",2017,"Domestic","Overall total","Electricity","2017DomesticOverall totalElectricity",9060.00866203433
"697",2017,"Service","Space heating","Electricity","2017ServiceSpace heatingElectricity",767.907713170704
"698",2017,"Service","Water heating","Electricity","2017ServiceWater heatingElectricity",162.965926353628
"699",2017,"Service","Cooking/catering","Electricity","2017ServiceCooking/cateringElectricity",765.482622281601
"700",2017,"Service","Heat total","Electricity","2017ServiceHeat totalElectricity",1696.35626180593
"701",2017,"Service","Computing","Electricity","2017ServiceComputingElectricity",829.849956593575
"702",2017,"Service","Cooling and ventilation","Electricity","2017ServiceCooling and ventilationElectricity",1069.82091588259
"703",2017,"Service","Lighting","Electricity","2017ServiceLightingElectricity",1822.24575235566
"704",2017,"Service","Other","Electricity","2017ServiceOtherElectricity",2560.40711337418
"705",2017,"Service","Overall total","Electricity","2017ServiceOverall totalElectricity",7978.68000001194
"706",2017,"Industry","Space heating","Electricity","2017IndustrySpace heatingElectricity",806.527761583787
"707",2017,"Industry","High temperature process","Electricity","2017IndustryHigh temperature processElectricity",610.013347445365
"708",2017,"Industry","Low temperature process","Electricity","2017IndustryLow temperature processElectricity",2060.71660743165
"709",2017,"Industry","Drying/separation","Electricity","2017IndustryDrying/separationElectricity",884.364220305845
"710",2017,"Industry","Unkown (heat)","Electricity","2017IndustryUnkown (heat)Electricity",0
"711",2017,"Industry","Heat total","Electricity","2017IndustryHeat totalElectricity",4361.62193676665
"712",2017,"Industry","Motors","Electricity","2017IndustryMotorsElectricity",6553.96103132315
"713",2017,"Industry","Compressed air","Electricity","2017IndustryCompressed airElectricity",1666.4115023605
"714",2017,"Industry","Lighting","Electricity","2017IndustryLightingElectricity",228.988517933384
"715",2017,"Industry","Refrigeration","Electricity","2017IndustryRefrigerationElectricity",436.849711917359
"716",2017,"Industry","Other","Electricity","2017IndustryOtherElectricity",559.843629020516
"717",2017,"Industry","Overall total","Electricity","2017IndustryOverall totalElectricity",13807.6763293216
"718",2017,"Transport","Non-heat purposes","Electricity","2017TransportNon-heat purposesElectricity",415.586359039468
"719",2017,"Total","Space heating","Electricity","2017TotalSpace heatingElectricity",3085.45904204503
"720",2017,"Total","Water heating","Electricity","2017TotalWater heatingElectricity",553.050422382089
"721",2017,"Total","Cooking/catering","Electricity","2017TotalCooking/cateringElectricity",1262.71086978703
"722",2017,"Total","Process use","Electricity","2017TotalProcess useElectricity",2670.72995487702
"723",2017,"Total","Drying/separation","Electricity","2017TotalDrying/separationElectricity",884.364220305845
"724",2017,"Total","Unkown (heat)","Electricity","2017TotalUnkown (heat)Electricity",0
"725",2017,"Total","Heat total","Electricity","2017TotalHeat totalElectricity",8456.31450939702
"726",2017,"Total","Computing","Electricity","2017TotalComputingElectricity",829.849956593575
"727",2017,"Total","Cooling and ventilation","Electricity","2017TotalCooling and ventilationElectricity",1069.82091588259
"728",2017,"Total","Lighting and appliances","Electricity","2017TotalLighting and appliancesElectricity",8712.90662149894
"729",2017,"Total","Motors","Electricity","2017TotalMotorsElectricity",6553.96103132315
"730",2017,"Total","Compressed air","Electricity","2017TotalCompressed airElectricity",1666.4115023605
"731",2017,"Total","Refrigeration","Electricity","2017TotalRefrigerationElectricity",436.849711917359
"732",2017,"Total","Other","Electricity","2017TotalOtherElectricity",3120.25074239469
"733",2017,"Total","Transport","Electricity","2017TotalTransportElectricity",415.586359039468
"734",2017,"Total","Non-heat total","Electricity","2017TotalNon-heat totalElectricity",22805.6368410103
"735",2017,"Total","Overall total","Electricity","2017TotalOverall totalElectricity",31261.9513504073
"736",2017,"Total","Overall total excluding transport","Electricity","2017TotalOverall total excluding transportElectricity",30846.3649913678
"737",2020,"Domestic","Space heating","Heat sold","2020DomesticSpace heatingHeat sold",269.462407362872
"740",2020,"Domestic","Heat total","Heat sold","2020DomesticHeat totalHeat sold",269.462407362872
"741",2020,"Domestic","Lighting and appliances","Heat sold","2020DomesticLighting and appliancesHeat sold",0
"742",2020,"Domestic","Overall total","Heat sold","2020DomesticOverall totalHeat sold",269.462407362872
"743",2020,"Service","Space heating","Heat sold","2020ServiceSpace heatingHeat sold",246.252066196825
"744",2020,"Service","Water heating","Heat sold","2020ServiceWater heatingHeat sold",16.271308007129
"745",2020,"Service","Cooking/catering","Heat sold","2020ServiceCooking/cateringHeat sold",0
"746",2020,"Service","Heat total","Heat sold","2020ServiceHeat totalHeat sold",262.523374203954
"747",2020,"Service","Computing","Heat sold","2020ServiceComputingHeat sold",0
"748",2020,"Service","Cooling and ventilation","Heat sold","2020ServiceCooling and ventilationHeat sold",0.0478636250034596
"749",2020,"Service","Lighting","Heat sold","2020ServiceLightingHeat sold",0
"750",2020,"Service","Other","Heat sold","2020ServiceOtherHeat sold",0
"751",2020,"Service","Overall total","Heat sold","2020ServiceOverall totalHeat sold",262.571237828957
"752",2020,"Industry","Space heating","Heat sold","2020IndustrySpace heatingHeat sold",0
"753",2020,"Industry","High temperature process","Heat sold","2020IndustryHigh temperature processHeat sold",0
"754",2020,"Industry","Low temperature process","Heat sold","2020IndustryLow temperature processHeat sold",0
"755",2020,"Industry","Drying/separation","Heat sold","2020IndustryDrying/separationHeat sold",0
"756",2020,"Industry","Unkown (heat)","Heat sold","2020IndustryUnkown (heat)Heat sold",681.757453574296
"757",2020,"Industry","Heat total","Heat sold","2020IndustryHeat totalHeat sold",681.757453574296
"758",2020,"Industry","Motors","Heat sold","2020IndustryMotorsHeat sold",0
"759",2020,"Industry","Compressed air","Heat sold","2020IndustryCompressed airHeat sold",0
"760",2020,"Industry","Lighting","Heat sold","2020IndustryLightingHeat sold",0
"761",2020,"Industry","Refrigeration","Heat sold","2020IndustryRefrigerationHeat sold",0
"762",2020,"Industry","Other","Heat sold","2020IndustryOtherHeat sold",0
"763",2020,"Industry","Overall total","Heat sold","2020IndustryOverall totalHeat sold",681.757453574296
"764",2020,"Transport","Non-heat purposes","Heat sold","2020TransportNon-heat purposesHeat sold",0
"765",2020,"Total","Space heating","Heat sold","2020TotalSpace heatingHeat sold",515.714473559697
"766",2020,"Total","Water heating","Heat sold","2020TotalWater heatingHeat sold",16.271308007129
"767",2020,"Total","Cooking/catering","Heat sold","2020TotalCooking/cateringHeat sold",0
"768",2020,"Total","Process use","Heat sold","2020TotalProcess useHeat sold",0
"769",2020,"Total","Drying/separation","Heat sold","2020TotalDrying/separationHeat sold",0
"770",2020,"Total","Unkown (heat)","Heat sold","2020TotalUnkown (heat)Heat sold",681.757453574296
"771",2020,"Total","Heat total","Heat sold","2020TotalHeat totalHeat sold",1213.74323514112
"772",2020,"Total","Computing","Heat sold","2020TotalComputingHeat sold",0
"773",2020,"Total","Cooling and ventilation","Heat sold","2020TotalCooling and ventilationHeat sold",0.0478636250034596
"774",2020,"Total","Lighting and appliances","Heat sold","2020TotalLighting and appliancesHeat sold",0
"775",2020,"Total","Motors","Heat sold","2020TotalMotorsHeat sold",0
"776",2020,"Total","Compressed air","Heat sold","2020TotalCompressed airHeat sold",0
"777",2020,"Total","Refrigeration","Heat sold","2020TotalRefrigerationHeat sold",0
"778",2020,"Total","Other","Heat sold","2020TotalOtherHeat sold",0
"779",2020,"Total","Transport","Heat sold","2020TotalTransportHeat sold",0
"780",2020,"Total","Non-heat total","Heat sold","2020TotalNon-heat totalHeat sold",0.0478636250034596
"781",2020,"Total","Overall total","Heat sold","2020TotalOverall totalHeat sold",1213.79109876613
"782",2020,"Total","Overall total excluding transport","Heat sold","2020TotalOverall total excluding transportHeat sold",1213.79109876613
"783",2019,"Domestic","Space heating","Heat sold","2019DomesticSpace heatingHeat sold",269.495403211161
"786",2019,"Domestic","Heat total","Heat sold","2019DomesticHeat totalHeat sold",269.495403211161
"787",2019,"Domestic","Lighting and appliances","Heat sold","2019DomesticLighting and appliancesHeat sold",0
"788",2019,"Domestic","Overall total","Heat sold","2019DomesticOverall totalHeat sold",269.495403211161
"789",2019,"Service","Space heating","Heat sold","2019ServiceSpace heatingHeat sold",245.003764910784
"790",2019,"Service","Water heating","Heat sold","2019ServiceWater heatingHeat sold",16.1888254719587
"791",2019,"Service","Cooking/catering","Heat sold","2019ServiceCooking/cateringHeat sold",0.391699610645484
"792",2019,"Service","Heat total","Heat sold","2019ServiceHeat totalHeat sold",261.584289993389
"793",2019,"Service","Computing","Heat sold","2019ServiceComputingHeat sold",0
"794",2019,"Service","Cooling and ventilation","Heat sold","2019ServiceCooling and ventilationHeat sold",0.0476209946549345
"795",2019,"Service","Lighting","Heat sold","2019ServiceLightingHeat sold",0
"796",2019,"Service","Other","Heat sold","2019ServiceOtherHeat sold",37.089788622602
"797",2019,"Service","Overall total","Heat sold","2019ServiceOverall totalHeat sold",298.721699610645
"798",2019,"Industry","Space heating","Heat sold","2019IndustrySpace heatingHeat sold",0
"799",2019,"Industry","High temperature process","Heat sold","2019IndustryHigh temperature processHeat sold",0
"800",2019,"Industry","Low temperature process","Heat sold","2019IndustryLow temperature processHeat sold",0
"801",2019,"Industry","Drying/separation","Heat sold","2019IndustryDrying/separationHeat sold",0
"802",2019,"Industry","Unkown (heat)","Heat sold","2019IndustryUnkown (heat)Heat sold",681.757453574296
"803",2019,"Industry","Heat total","Heat sold","2019IndustryHeat totalHeat sold",681.757453574296
"804",2019,"Industry","Motors","Heat sold","2019IndustryMotorsHeat sold",0
"805",2019,"Industry","Compressed air","Heat sold","2019IndustryCompressed airHeat sold",0
"806",2019,"Industry","Lighting","Heat sold","2019IndustryLightingHeat sold",0
"807",2019,"Industry","Refrigeration","Heat sold","2019IndustryRefrigerationHeat sold",0
"808",2019,"Industry","Other","Heat sold","2019IndustryOtherHeat sold",0
"809",2019,"Industry","Overall total","Heat sold","2019IndustryOverall totalHeat sold",681.757453574296
"810",2019,"Transport","Non-heat purposes","Heat sold","2019TransportNon-heat purposesHeat sold",0
"811",2019,"Total","Space heating","Heat sold","2019TotalSpace heatingHeat sold",514.499168121946
"812",2019,"Total","Water heating","Heat sold","2019TotalWater heatingHeat sold",16.1888254719587
"813",2019,"Total","Cooking/catering","Heat sold","2019TotalCooking/cateringHeat sold",0.391699610645484
"814",2019,"Total","Process use","Heat sold","2019TotalProcess useHeat sold",0
"815",2019,"Total","Drying/separation","Heat sold","2019TotalDrying/separationHeat sold",0
"816",2019,"Total","Unkown (heat)","Heat sold","2019TotalUnkown (heat)Heat sold",681.757453574296
"817",2019,"Total","Heat total","Heat sold","2019TotalHeat totalHeat sold",1212.83714677885
"818",2019,"Total","Computing","Heat sold","2019TotalComputingHeat sold",0
"819",2019,"Total","Cooling and ventilation","Heat sold","2019TotalCooling and ventilationHeat sold",0.0476209946549345
"820",2019,"Total","Lighting and appliances","Heat sold","2019TotalLighting and appliancesHeat sold",0
"821",2019,"Total","Motors","Heat sold","2019TotalMotorsHeat sold",0
"822",2019,"Total","Compressed air","Heat sold","2019TotalCompressed airHeat sold",0
"823",2019,"Total","Refrigeration","Heat sold","2019TotalRefrigerationHeat sold",0
"824",2019,"Total","Other","Heat sold","2019TotalOtherHeat sold",37.089788622602
"825",2019,"Total","Transport","Heat sold","2019TotalTransportHeat sold",0
"826",2019,"Total","Non-heat total","Heat sold","2019TotalNon-heat totalHeat sold",37.1374096172569
"827",2019,"Total","Overall total","Heat sold","2019TotalOverall totalHeat sold",1249.9745563961
"828",2019,"Total","Overall total excluding transport","Heat sold","2019TotalOverall total excluding transportHeat sold",1249.9745563961
"829",2018,"Domestic","Space heating","Heat sold","2018DomesticSpace heatingHeat sold",269.859581233747
"832",2018,"Domestic","Heat total","Heat sold","2018DomesticHeat totalHeat sold",269.859581233747
"833",2018,"Domestic","Lighting and appliances","Heat sold","2018DomesticLighting and appliancesHeat sold",0
"834",2018,"Domestic","Overall total","Heat sold","2018DomesticOverall totalHeat sold",269.859581233747
"835",2018,"Service","Space heating","Heat sold","2018ServiceSpace heatingHeat sold",249.906632461877
"836",2018,"Service","Water heating","Heat sold","2018ServiceWater heatingHeat sold",16.5127864818055
"837",2018,"Service","Cooking/catering","Heat sold","2018ServiceCooking/cateringHeat sold",0.391699610645484
"838",2018,"Service","Heat total","Heat sold","2018ServiceHeat totalHeat sold",266.811118554328
"839",2018,"Service","Computing","Heat sold","2018ServiceComputingHeat sold",0
"840",2018,"Service","Cooling and ventilation","Heat sold","2018ServiceCooling and ventilationHeat sold",0.0485739572738128
"841",2018,"Service","Lighting","Heat sold","2018ServiceLightingHeat sold",0
"842",2018,"Service","Other","Heat sold","2018ServiceOtherHeat sold",37.832007099044
"843",2018,"Service","Overall total","Heat sold","2018ServiceOverall totalHeat sold",304.691699610645
"844",2018,"Industry","Space heating","Heat sold","2018IndustrySpace heatingHeat sold",0
"845",2018,"Industry","High temperature process","Heat sold","2018IndustryHigh temperature processHeat sold",0
"846",2018,"Industry","Low temperature process","Heat sold","2018IndustryLow temperature processHeat sold",0
"847",2018,"Industry","Drying/separation","Heat sold","2018IndustryDrying/separationHeat sold",0
"848",2018,"Industry","Unkown (heat)","Heat sold","2018IndustryUnkown (heat)Heat sold",681.757453574296
"849",2018,"Industry","Heat total","Heat sold","2018IndustryHeat totalHeat sold",681.757453574296
"850",2018,"Industry","Motors","Heat sold","2018IndustryMotorsHeat sold",0
"851",2018,"Industry","Compressed air","Heat sold","2018IndustryCompressed airHeat sold",0
"852",2018,"Industry","Lighting","Heat sold","2018IndustryLightingHeat sold",0
"853",2018,"Industry","Refrigeration","Heat sold","2018IndustryRefrigerationHeat sold",0
"854",2018,"Industry","Other","Heat sold","2018IndustryOtherHeat sold",0
"855",2018,"Industry","Overall total","Heat sold","2018IndustryOverall totalHeat sold",681.757453574296
"856",2018,"Transport","Non-heat purposes","Heat sold","2018TransportNon-heat purposesHeat sold",0
"857",2018,"Total","Space heating","Heat sold","2018TotalSpace heatingHeat sold",519.766213695623
"858",2018,"Total","Water heating","Heat sold","2018TotalWater heatingHeat sold",16.5127864818055
"859",2018,"Total","Cooking/catering","Heat sold","2018TotalCooking/cateringHeat sold",0.391699610645484
"860",2018,"Total","Process use","Heat sold","2018TotalProcess useHeat sold",0
"861",2018,"Total","Drying/separation","Heat sold","2018TotalDrying/separationHeat sold",0
"862",2018,"Total","Unkown (heat)","Heat sold","2018TotalUnkown (heat)Heat sold",681.757453574296
"863",2018,"Total","Heat total","Heat sold","2018TotalHeat totalHeat sold",1218.42815336237
"864",2018,"Total","Computing","Heat sold","2018TotalComputingHeat sold",0
"865",2018,"Total","Cooling and ventilation","Heat sold","2018TotalCooling and ventilationHeat sold",0.0485739572738128
"866",2018,"Total","Lighting and appliances","Heat sold","2018TotalLighting and appliancesHeat sold",0
"867",2018,"Total","Motors","Heat sold","2018TotalMotorsHeat sold",0
"868",2018,"Total","Compressed air","Heat sold","2018TotalCompressed airHeat sold",0
"869",2018,"Total","Refrigeration","Heat sold","2018TotalRefrigerationHeat sold",0
"870",2018,"Total","Other","Heat sold","2018TotalOtherHeat sold",37.832007099044
"871",2018,"Total","Transport","Heat sold","2018TotalTransportHeat sold",0
"872",2018,"Total","Non-heat total","Heat sold","2018TotalNon-heat totalHeat sold",37.8805810563178
"873",2018,"Total","Overall total","Heat sold","2018TotalOverall totalHeat sold",1256.30873441869
"874",2018,"Total","Overall total excluding transport","Heat sold","2018TotalOverall total excluding transportHeat sold",1256.30873441869
"875",2017,"Domestic","Space heating","Heat sold","2017DomesticSpace heatingHeat sold",268.564263989356
"878",2017,"Domestic","Heat total","Heat sold","2017DomesticHeat totalHeat sold",268.564263989356
"879",2017,"Domestic","Lighting and appliances","Heat sold","2017DomesticLighting and appliancesHeat sold",0
"880",2017,"Domestic","Overall total","Heat sold","2017DomesticOverall totalHeat sold",268.564263989356
"881",2017,"Service","Space heating","Heat sold","2017ServiceSpace heatingHeat sold",240.749685528094
"882",2017,"Service","Water heating","Heat sold","2017ServiceWater heatingHeat sold",15.9077336744702
"883",2017,"Service","Cooking/catering","Heat sold","2017ServiceCooking/cateringHeat sold",0.391699610645484
"884",2017,"Service","Heat total","Heat sold","2017ServiceHeat totalHeat sold",257.04911881321
"885",2017,"Service","Computing","Heat sold","2017ServiceComputingHeat sold",0
"886",2017,"Service","Cooling and ventilation","Heat sold","2017ServiceCooling and ventilationHeat sold",0.0467941359671976
"887",2017,"Service","Lighting","Heat sold","2017ServiceLightingHeat sold",0
"888",2017,"Service","Other","Heat sold","2017ServiceOtherHeat sold",36.4457866614681
"889",2017,"Service","Overall total","Heat sold","2017ServiceOverall totalHeat sold",293.541699610645
"890",2017,"Industry","Space heating","Heat sold","2017IndustrySpace heatingHeat sold",0
"891",2017,"Industry","High temperature process","Heat sold","2017IndustryHigh temperature processHeat sold",0
"892",2017,"Industry","Low temperature process","Heat sold","2017IndustryLow temperature processHeat sold",0
"893",2017,"Industry","Drying/separation","Heat sold","2017IndustryDrying/separationHeat sold",0
"894",2017,"Industry","Unkown (heat)","Heat sold","2017IndustryUnkown (heat)Heat sold",681.757453574296
"895",2017,"Industry","Heat total","Heat sold","2017IndustryHeat totalHeat sold",681.757453574296
"896",2017,"Industry","Motors","Heat sold","2017IndustryMotorsHeat sold",0
"897",2017,"Industry","Compressed air","Heat sold","2017IndustryCompressed airHeat sold",0
"898",2017,"Industry","Lighting","Heat sold","2017IndustryLightingHeat sold",0
"899",2017,"Industry","Refrigeration","Heat sold","2017IndustryRefrigerationHeat sold",0
"900",2017,"Industry","Other","Heat sold","2017IndustryOtherHeat sold",0
"901",2017,"Industry","Overall total","Heat sold","2017IndustryOverall totalHeat sold",681.757453574296
"902",2017,"Transport","Non-heat purposes","Heat sold","2017TransportNon-heat purposesHeat sold",0
"903",2017,"Total","Space heating","Heat sold","2017TotalSpace heatingHeat sold",509.31394951745
"904",2017,"Total","Water heating","Heat sold","2017TotalWater heatingHeat sold",15.9077336744702
"905",2017,"Total","Cooking/catering","Heat sold","2017TotalCooking/cateringHeat sold",0.391699610645484
"906",2017,"Total","Process use","Heat sold","2017TotalProcess useHeat sold",0
"907",2017,"Total","Drying/separation","Heat sold","2017TotalDrying/separationHeat sold",0
"908",2017,"Total","Unkown (heat)","Heat sold","2017TotalUnkown (heat)Heat sold",681.757453574296
"909",2017,"Total","Heat total","Heat sold","2017TotalHeat totalHeat sold",1207.37083637686
"910",2017,"Total","Computing","Heat sold","2017TotalComputingHeat sold",0
"911",2017,"Total","Cooling and ventilation","Heat sold","2017TotalCooling and ventilationHeat sold",0.0467941359671976
"912",2017,"Total","Lighting and appliances","Heat sold","2017TotalLighting and appliancesHeat sold",0
"913",2017,"Total","Motors","Heat sold","2017TotalMotorsHeat sold",0
"914",2017,"Total","Compressed air","Heat sold","2017TotalCompressed airHeat sold",0
"915",2017,"Total","Refrigeration","Heat sold","2017TotalRefrigerationHeat sold",0
"916",2017,"Total","Other","Heat sold","2017TotalOtherHeat sold",36.4457866614681
"917",2017,"Total","Transport","Heat sold","2017TotalTransportHeat sold",0
"918",2017,"Total","Non-heat total","Heat sold","2017TotalNon-heat totalHeat sold",36.4925807974353
"919",2017,"Total","Overall total","Heat sold","2017TotalOverall totalHeat sold",1243.8634171743
"920",2017,"Total","Overall total excluding transport","Heat sold","2017TotalOverall total excluding transportHeat sold",1243.8634171743
"921",2020,"Domestic","Space heating","Bioenergy & Waste","2020DomesticSpace heatingBioenergy & Waste",207.572413323377
"922",2020,"Domestic","Water heating","Bioenergy & Waste","2020DomesticWater heatingBioenergy & Waste",61.8899940394949
"923",2020,"Domestic","Cooking/catering","Bioenergy & Waste","2020DomesticCooking/cateringBioenergy & Waste",0
"924",2020,"Domestic","Heat total","Bioenergy & Waste","2020DomesticHeat totalBioenergy & Waste",269.462407362872
"925",2020,"Domestic","Lighting and appliances","Bioenergy & Waste","2020DomesticLighting and appliancesBioenergy & Waste",0
"926",2020,"Domestic","Overall total","Bioenergy & Waste","2020DomesticOverall totalBioenergy & Waste",269.462407362872
"927",2020,"Service","Space heating","Bioenergy & Waste","2020ServiceSpace heatingBioenergy & Waste",991.591917584019
"928",2020,"Service","Water heating","Bioenergy & Waste","2020ServiceWater heatingBioenergy & Waste",128.392183030408
"929",2020,"Service","Cooking/catering","Bioenergy & Waste","2020ServiceCooking/cateringBioenergy & Waste",0
"930",2020,"Service","Heat total","Bioenergy & Waste","2020ServiceHeat totalBioenergy & Waste",1119.98410061443
"931",2020,"Service","Computing","Bioenergy & Waste","2020ServiceComputingBioenergy & Waste",0
"932",2020,"Service","Cooling and ventilation","Bioenergy & Waste","2020ServiceCooling and ventilationBioenergy & Waste",0
"933",2020,"Service","Lighting","Bioenergy & Waste","2020ServiceLightingBioenergy & Waste",0
"934",2020,"Service","Other","Bioenergy & Waste","2020ServiceOtherBioenergy & Waste",0
"935",2020,"Service","Overall total","Bioenergy & Waste","2020ServiceOverall totalBioenergy & Waste",1119.98410061443
"936",2020,"Industry","Space heating","Bioenergy & Waste","2020IndustrySpace heatingBioenergy & Waste",0
"937",2020,"Industry","High temperature process","Bioenergy & Waste","2020IndustryHigh temperature processBioenergy & Waste",0
"938",2020,"Industry","Low temperature process","Bioenergy & Waste","2020IndustryLow temperature processBioenergy & Waste",0
"939",2020,"Industry","Drying/separation","Bioenergy & Waste","2020IndustryDrying/separationBioenergy & Waste",0
"940",2020,"Industry","Unkown (heat)","Bioenergy & Waste","2020IndustryUnkown (heat)Bioenergy & Waste",1676.28698914035
"941",2020,"Industry","Heat total","Bioenergy & Waste","2020IndustryHeat totalBioenergy & Waste",1676.28698914035
"942",2020,"Industry","Motors","Bioenergy & Waste","2020IndustryMotorsBioenergy & Waste",0
"943",2020,"Industry","Compressed air","Bioenergy & Waste","2020IndustryCompressed airBioenergy & Waste",0
"944",2020,"Industry","Lighting","Bioenergy & Waste","2020IndustryLightingBioenergy & Waste",0
"945",2020,"Industry","Refrigeration","Bioenergy & Waste","2020IndustryRefrigerationBioenergy & Waste",0
"946",2020,"Industry","Other","Bioenergy & Waste","2020IndustryOtherBioenergy & Waste",0
"947",2020,"Industry","Overall total","Bioenergy & Waste","2020IndustryOverall totalBioenergy & Waste",1676.28698914035
"948",2020,"Transport","Non-heat purposes","Bioenergy & Waste","2020TransportNon-heat purposesBioenergy & Waste",1638.39609488822
"949",2020,"Total","Space heating","Bioenergy & Waste","2020TotalSpace heatingBioenergy & Waste",1199.1643309074
"950",2020,"Total","Water heating","Bioenergy & Waste","2020TotalWater heatingBioenergy & Waste",190.282177069903
"951",2020,"Total","Cooking/catering","Bioenergy & Waste","2020TotalCooking/cateringBioenergy & Waste",0
"952",2020,"Total","Process use","Bioenergy & Waste","2020TotalProcess useBioenergy & Waste",0
"953",2020,"Total","Drying/separation","Bioenergy & Waste","2020TotalDrying/separationBioenergy & Waste",0
"954",2020,"Total","Unkown (heat)","Bioenergy & Waste","2020TotalUnkown (heat)Bioenergy & Waste",1676.28698914035
"955",2020,"Total","Heat total","Bioenergy & Waste","2020TotalHeat totalBioenergy & Waste",3065.73349711765
"956",2020,"Total","Computing","Bioenergy & Waste","2020TotalComputingBioenergy & Waste",0
"957",2020,"Total","Cooling and ventilation","Bioenergy & Waste","2020TotalCooling and ventilationBioenergy & Waste",0
"958",2020,"Total","Lighting and appliances","Bioenergy & Waste","2020TotalLighting and appliancesBioenergy & Waste",0
"959",2020,"Total","Motors","Bioenergy & Waste","2020TotalMotorsBioenergy & Waste",0
"960",2020,"Total","Compressed air","Bioenergy & Waste","2020TotalCompressed airBioenergy & Waste",0
"961",2020,"Total","Refrigeration","Bioenergy & Waste","2020TotalRefrigerationBioenergy & Waste",0
"962",2020,"Total","Other","Bioenergy & Waste","2020TotalOtherBioenergy & Waste",0
"963",2020,"Total","Transport","Bioenergy & Waste","2020TotalTransportBioenergy & Waste",1638.39609488822
"964",2020,"Total","Non-heat total","Bioenergy & Waste","2020TotalNon-heat totalBioenergy & Waste",1638.39609488822
"965",2020,"Total","Overall total","Bioenergy & Waste","2020TotalOverall totalBioenergy & Waste",4704.12959200587
"966",2020,"Total","Overall total excluding transport","Bioenergy & Waste","2020TotalOverall total excluding transportBioenergy & Waste",3065.73349711765
"967",2019,"Domestic","Space heating","Bioenergy & Waste","2019DomesticSpace heatingBioenergy & Waste",207.597830701356
"968",2019,"Domestic","Water heating","Bioenergy & Waste","2019DomesticWater heatingBioenergy & Waste",61.8975725098052
"969",2019,"Domestic","Cooking/catering","Bioenergy & Waste","2019DomesticCooking/cateringBioenergy & Waste",0
"970",2019,"Domestic","Heat total","Bioenergy & Waste","2019DomesticHeat totalBioenergy & Waste",269.495403211161
"971",2019,"Domestic","Lighting and appliances","Bioenergy & Waste","2019DomesticLighting and appliancesBioenergy & Waste",0
"972",2019,"Domestic","Overall total","Bioenergy & Waste","2019DomesticOverall totalBioenergy & Waste",269.495403211161
"973",2019,"Service","Space heating","Bioenergy & Waste","2019ServiceSpace heatingBioenergy & Waste",885.494898166712
"974",2019,"Service","Water heating","Bioenergy & Waste","2019ServiceWater heatingBioenergy & Waste",114.654648774181
"975",2019,"Service","Cooking/catering","Bioenergy & Waste","2019ServiceCooking/cateringBioenergy & Waste",0
"976",2019,"Service","Heat total","Bioenergy & Waste","2019ServiceHeat totalBioenergy & Waste",1000.14954694089
"977",2019,"Service","Computing","Bioenergy & Waste","2019ServiceComputingBioenergy & Waste",0
"978",2019,"Service","Cooling and ventilation","Bioenergy & Waste","2019ServiceCooling and ventilationBioenergy & Waste",0
"979",2019,"Service","Lighting","Bioenergy & Waste","2019ServiceLightingBioenergy & Waste",0
"980",2019,"Service","Other","Bioenergy & Waste","2019ServiceOtherBioenergy & Waste",190.920453059106
"981",2019,"Service","Overall total","Bioenergy & Waste","2019ServiceOverall totalBioenergy & Waste",1191.07
"982",2019,"Industry","Space heating","Bioenergy & Waste","2019IndustrySpace heatingBioenergy & Waste",0
"983",2019,"Industry","High temperature process","Bioenergy & Waste","2019IndustryHigh temperature processBioenergy & Waste",0
"984",2019,"Industry","Low temperature process","Bioenergy & Waste","2019IndustryLow temperature processBioenergy & Waste",0
"985",2019,"Industry","Drying/separation","Bioenergy & Waste","2019IndustryDrying/separationBioenergy & Waste",0
"986",2019,"Industry","Unkown (heat)","Bioenergy & Waste","2019IndustryUnkown (heat)Bioenergy & Waste",1676.28698914035
"987",2019,"Industry","Heat total","Bioenergy & Waste","2019IndustryHeat totalBioenergy & Waste",1676.28698914035
"988",2019,"Industry","Motors","Bioenergy & Waste","2019IndustryMotorsBioenergy & Waste",0
