Generator type,Fuel,Year,Country,value
Major power producers,Hydro pumped storage,2013,England,0
Major power producers,Total major power producers,2013,England,234325.8979
Other generators,Coal,2013,England,34.8005
Other generators,Oil,2013,England,801.1686
Other generators,Gas,2013,England,9864.7777
Other generators,Hydro natural flow,2013,England,62.3016
Other generators,Wind,2013,England,1587.4976
Other generators,Solar,2013,England,1783.0288
Other generators,Shoreline wave and tidal,2013,England,0.1816
Other generators,Bioenergy,2013,England,7154.4313
Other generators,Other fuels,2013,England,2200.3268
Other generators,Total other generators,2013,England,23488.5145
All generating companies,Fossil fuels,2013,England,175240.5503
All generating companies,Coal,2013,England,105514.1129
All generating companies,Oil,2013,England,1069.3898
All generating companies,Gas,2013,England,68657.0475
All generating companies,Nuclear,2013,England,47783.6924
All generating companies,Renewables,2013,England,32067.6972
All generating companies,Hydro natural flow,2013,England,81.8965
All generating companies,Wind,2013,England,14231.7693
All generating companies,Solar,2013,England,1783.0288
All generating companies,Shoreline wave and tidal,2013,England,0.1816
All generating companies,Bioenergy,2013,England,15970.821
All generating companies,Other fuels,2013,England,2722.4724
All generating companies,Pumped storage,2013,England,0
All generating companies,Total all generating companies,2013,England,257814.4123
Major power producers,Coal,2014,UK,100166.67
Major power producers,Oil,2014,UK,529.8451
Major power producers,Gas,2014,UK,88871.25
Major power producers,Nuclear,2014,UK,63747.9542
Major power producers,Hydro natural flow,2014,UK,4634.5018
Major power producers,Wind,2014,UK,26762.2652
Major power producers,Solar,2014,UK,NA
Major power producers,Bioenergy,2014,UK,12697.9057
Major power producers,Other fuels,2014,UK,528.0421
Major power producers,Hydro pumped storage,2014,UK,2883.48
Major power producers,Total major power producers,2014,UK,300821.9142
Other generators,Coal,2014,UK,72.18
Other generators,Oil,2014,UK,1390.21
Other generators,Gas,2014,UK,12020.93
Other generators,Hydro natural flow,2014,UK,1253.3
Other generators,Wind,2014,UK,5196.9794
Other generators,Solar,2014,UK,4054.1219
Other generators,Shoreline wave and tidal,2014,UK,2.2003
Other generators,Bioenergy,2014,UK,9921.119
Other generators,Other fuels,2014,UK,3363.04
Other generators,Total other generators,2014,UK,37274.0805
All generating companies,Fossil fuels,2014,UK,203051.0851
All generating companies,Coal,2014,UK,100238.85
All generating companies,Oil,2014,UK,1920.0551
All generating companies,Gas,2014,UK,100892.18
All generating companies,Nuclear,2014,UK,63747.9542
All generating companies,Renewables,2014,UK,64522.3933
All generating companies,Hydro natural flow,2014,UK,5887.8017
All generating companies,Wind,2014,UK,31959.2446
All generating companies,Solar,2014,UK,4054.1219
All generating companies,Shoreline wave and tidal,2014,UK,2.2003
All generating companies,Bioenergy,2014,UK,22619.0247
All generating companies,Other fuels,2014,UK,3891.0821
All generating companies,Pumped storage,2014,UK,2883.48
All generating companies,Total all generating companies,2014,UK,338095.9947
Major power producers,Coal,2014,Scotland,10156.7498
Major power producers,Oil,2014,Scotland,192.3315
Major power producers,Gas,2014,Scotland,880.3612
Major power producers,Nuclear,2014,Scotland,16633.2728
Major power producers,Hydro natural flow,2014,Scotland,4393.1958
Major power producers,Wind,2014,Scotland,9769.1163
Major power producers,Solar,2014,Scotland,NA
Major power producers,Bioenergy,2014,Scotland,645.2116
Major power producers,Other fuels,2014,Scotland,0
Major power producers,Hydro pumped storage,2014,Scotland,494.1319
Major power producers,Total major power producers,2014,Scotland,43164.3708
Other generators,Coal,2014,Scotland,0
Other generators,Oil,2014,Scotland,639.4644
Other generators,Gas,2014,Scotland,1842.8601
Other generators,Hydro natural flow,2014,Scotland,1090.4134
Other generators,Wind,2014,Scotland,1930.8957
Other generators,Solar,2014,Scotland,143.161
Other generators,Shoreline wave and tidal,2014,Scotland,2.1465
Other generators,Bioenergy,2014,Scotland,1070.9127
Other generators,Other fuels,2014,Scotland,157.8454
Other generators,Total other generators,2014,Scotland,6877.6991
All generating companies,Fossil fuels,2014,Scotland,13711.7669
All generating companies,Coal,2014,Scotland,10156.7498
All generating companies,Oil,2014,Scotland,831.7958
All generating companies,Gas,2014,Scotland,2723.2213
All generating companies,Nuclear,2014,Scotland,16633.2728
All generating companies,Renewables,2014,Scotland,19045.0529
All generating companies,Hydro natural flow,2014,Scotland,5483.6092
All generating companies,Wind,2014,Scotland,11700.012
All generating companies,Solar,2014,Scotland,143.161
All generating companies,Shoreline wave and tidal,2014,Scotland,2.1465
All generating companies,Bioenergy,2014,Scotland,1716.1242
All generating companies,Other fuels,2014,Scotland,157.8454
All generating companies,Pumped storage,2014,Scotland,494.1319
All generating companies,Total all generating companies,2014,Scotland,50042.07
Major power producers,Coal,2014,Wales,7368.2757
Major power producers,Oil,2014,Wales,147.6188
Major power producers,Gas,2014,Wales,18512.9994
Major power producers,Nuclear,2014,Wales,1953.0707
Major power producers,Hydro natural flow,2014,Wales,213.427
Major power producers,Wind,2014,Wales,1701.7897
Major power producers,Solar,2014,Wales,NA
Major power producers,Bioenergy,2014,Wales,0
Major power producers,Other fuels,2014,Wales,0
Major power producers,Hydro pumped storage,2014,Wales,2389.3481
Major power producers,Total major power producers,2014,Wales,32286.5294
Other generators,Coal,2014,Wales,0
Other generators,Oil,2014,Wales,43.1662
Other generators,Gas,2014,Wales,852.9879
Other generators,Hydro natural flow,2014,Wales,64.0588
Other generators,Wind,2014,Wales,588.9968
Other generators,Solar,2014,Wales,234.9144
Other generators,Shoreline wave and tidal,2014,Wales,0
Other generators,Bioenergy,2014,Wales,576.6245
Other generators,Other fuels,2014,Wales,620.9611
Other generators,Total other generators,2014,Wales,2981.7097
All generating companies,Fossil fuels,2014,Wales,26925.0479
All generating companies,Coal,2014,Wales,7368.2757
All generating companies,Oil,2014,Wales,190.7849
All generating companies,Gas,2014,Wales,19365.9873
All generating companies,Nuclear,2014,Wales,1953.0707
All generating companies,Renewables,2014,Wales,3379.8113
All generating companies,Hydro natural flow,2014,Wales,277.4858
All generating companies,Wind,2014,Wales,2290.7865
All generating companies,Solar,2014,Wales,234.9144
All generating companies,Shoreline wave and tidal,2014,Wales,0
All generating companies,Bioenergy,2014,Wales,576.6245
All generating companies,Other fuels,2014,Wales,620.9611
All generating companies,Pumped storage,2014,Wales,2389.3481
All generating companies,Total all generating companies,2014,Wales,35268.2391
Major power producers,Coal,2014,Nothern Ireland,2159.9336
Major power producers,Oil,2014,Nothern Ireland,24.0689
Major power producers,Gas,2014,Nothern Ireland,3816.9578
Major power producers,Nuclear,2014,Nothern Ireland,0
Major power producers,Hydro natural flow,2014,Nothern Ireland,0
Major power producers,Wind,2014,Nothern Ireland,659.6732
Major power producers,Solar,2014,Nothern Ireland,NA
Major power producers,Bioenergy,2014,Nothern Ireland,0
Major power producers,Other fuels,2014,Nothern Ireland,0
Major power producers,Hydro pumped storage,2014,Nothern Ireland,0
Major power producers,Total major power producers,2014,Nothern Ireland,6660.6335
Other generators,Coal,2014,Nothern Ireland,39.4335
Other generators,Oil,2014,Nothern Ireland,39.1959
Other generators,Gas,2014,Nothern Ireland,101.1457
Other generators,Hydro natural flow,2014,Nothern Ireland,27.1848
Other generators,Wind,2014,Nothern Ireland,798.7427
Other generators,Solar,2014,Nothern Ireland,45.6959
Other generators,Shoreline wave and tidal,2014,Nothern Ireland,0.0155
Other generators,Bioenergy,2014,Nothern Ireland,168.1692
Other generators,Other fuels,2014,Nothern Ireland,0
Other generators,Total other generators,2014,Nothern Ireland,1219.5832
All generating companies,Fossil fuels,2014,Nothern Ireland,6180.7354
All generating companies,Coal,2014,Nothern Ireland,2199.3671
All generating companies,Oil,2014,Nothern Ireland,63.2648
All generating companies,Gas,2014,Nothern Ireland,3918.1036
All generating companies,Nuclear,2014,Nothern Ireland,0
All generating companies,Renewables,2014,Nothern Ireland,1699.4813
All generating companies,Hydro natural flow,2014,Nothern Ireland,27.1848
All generating companies,Wind,2014,Nothern Ireland,1458.4159
All generating companies,Solar,2014,Nothern Ireland,45.6959
All generating companies,Shoreline wave and tidal,2014,Nothern Ireland,0.0155
All generating companies,Bioenergy,2014,Nothern Ireland,168.1692
All generating companies,Other fuels,2014,Nothern Ireland,0
All generating companies,Pumped storage,2014,Nothern Ireland,0
All generating companies,Total all generating companies,2014,Nothern Ireland,7880.2167
Major power producers,Coal,2014,England,80481.7109
Major power producers,Oil,2014,England,165.826
Major power producers,Gas,2014,England,65660.9316
Major power producers,Nuclear,2014,England,45161.6107
Major power producers,Hydro natural flow,2014,England,27.879
Major power producers,Wind,2014,England,14631.6859
Major power producers,Solar,2014,England,NA
Major power producers,Bioenergy,2014,England,12052.6942
Major power producers,Other fuels,2014,England,528.0421
Major power producers,Hydro pumped storage,2014,England,0
Major power producers,Total major power producers,2014,England,218710.3804
Other generators,Coal,2014,England,32.7465
Other generators,Oil,2014,England,668.3836
Other generators,Gas,2014,England,9223.9363
Other generators,Hydro natural flow,2014,England,71.6429
Other generators,Wind,2014,England,1878.3442
Other generators,Solar,2014,England,3630.3506
Other generators,Shoreline wave and tidal,2014,England,0.0383
Other generators,Bioenergy,2014,England,8105.4126
Other generators,Other fuels,2014,England,2584.2335
Other generators,Total other generators,2014,England,26195.0885
All generating companies,Fossil fuels,2014,England,156233.5348
All generating companies,Coal,2014,England,80514.4574
All generating companies,Oil,2014,England,834.2096
All generating companies,Gas,2014,England,74884.8679
All generating companies,Nuclear,2014,England,45161.6107
All generating companies,Renewables,2014,England,40398.0478
All generating companies,Hydro natural flow,2014,England,99.5219
All generating companies,Wind,2014,England,16510.0302
All generating companies,Solar,2014,England,3630.3506
All generating companies,Shoreline wave and tidal,2014,England,0.0383
All generating companies,Bioenergy,2014,England,20158.1068
All generating companies,Other fuels,2014,England,3112.2756
All generating companies,Pumped storage,2014,England,0
All generating companies,Total all generating companies,2014,England,244905.4689
Major power producers,Coal,2015,UK,75811.86
Major power producers,Oil,2015,UK,683.1445
Major power producers,Gas,2015,UK,88460.77
Major power producers,Nuclear,2015,UK,70344.902
Major power producers,Hydro natural flow,2015,UK,4906.587
Major power producers,Wind,2015,UK,33257.1393
Major power producers,Solar,2015,UK,1404.5492
Major power producers,Bioenergy,2015,UK,17693.5465
Major power producers,Other fuels,2015,UK,688.7654
Major power producers,Hydro pumped storage,2015,UK,2739.42
Major power producers,Total major power producers,2015,UK,295990.6839
Other generators,Coal,2015,UK,66.37
Other generators,Oil,2015,UK,1353.96
Other generators,Gas,2015,UK,11414.65
Other generators,Hydro natural flow,2015,UK,1390.6816
Other generators,Wind,2015,UK,7017.5804
Other generators,Solar,2015,UK,6128.3149
Other generators,Shoreline wave and tidal,2015,UK,1.9986
Other generators,Bioenergy,2015,UK,11563.4313
Other generators,Other fuels,2015,UK,3947.66
Other generators,Total other generators,2015,UK,42884.6468
All generating companies,Fossil fuels,2015,UK,177790.7545
All generating companies,Coal,2015,UK,75878.23
All generating companies,Oil,2015,UK,2037.1045
All generating companies,Gas,2015,UK,99875.42
All generating companies,Nuclear,2015,UK,70344.902
All generating companies,Renewables,2015,UK,83363.8288
All generating companies,Hydro natural flow,2015,UK,6297.2685
All generating companies,Wind,2015,UK,40274.7197
All generating companies,Solar,2015,UK,7532.8641
All generating companies,Shoreline wave and tidal,2015,UK,1.9986
All generating companies,Bioenergy,2015,UK,29256.9778
All generating companies,Other fuels,2015,UK,4636.4254
All generating companies,Pumped storage,2015,UK,2739.42
All generating companies,Total all generating companies,2015,UK,338875.3307
Major power producers,Coal,2015,Scotland,8274.939
Major power producers,Oil,2015,Scotland,187.667
Major power producers,Gas,2015,Scotland,126.0913
Major power producers,Nuclear,2015,Scotland,17762.8285
Major power producers,Hydro natural flow,2015,Scotland,4605.0849
Major power producers,Wind,2015,Scotland,11445.3597
Major power producers,Solar,2015,Scotland,0.0135
Major power producers,Bioenergy,2015,Scotland,788.9093
Major power producers,Other fuels,2015,Scotland,0
Major power producers,Hydro pumped storage,2015,Scotland,522.6158
Major power producers,Total major power producers,2015,Scotland,43713.509
Other generators,Coal,2015,Scotland,0
Other generators,Oil,2015,Scotland,692.5616
Other generators,Gas,2015,Scotland,1792.6642
Other generators,Hydro natural flow,2015,Scotland,1208.9396
Other generators,Wind,2015,Scotland,2432.6411
Other generators,Solar,2015,Scotland,185.2165
Other generators,Shoreline wave and tidal,2015,Scotland,1.9941
Other generators,Bioenergy,2015,Scotland,1074.6756
Other generators,Other fuels,2015,Scotland,232.9015
Other generators,Total other generators,2015,Scotland,7621.5941
All generating companies,Fossil fuels,2015,Scotland,11073.923
All generating companies,Coal,2015,Scotland,8274.939
All generating companies,Oil,2015,Scotland,880.2286
All generating companies,Gas,2015,Scotland,1918.7555
All generating companies,Nuclear,2015,Scotland,17762.8285
All generating companies,Renewables,2015,Scotland,21742.8342
All generating companies,Hydro natural flow,2015,Scotland,5814.0245
All generating companies,Wind,2015,Scotland,13878.0007
All generating companies,Solar,2015,Scotland,185.23
All generating companies,Shoreline wave and tidal,2015,Scotland,1.9941
All generating companies,Bioenergy,2015,Scotland,1863.5849
All generating companies,Other fuels,2015,Scotland,232.9015
All generating companies,Pumped storage,2015,Scotland,522.6158
All generating companies,Total all generating companies,2015,Scotland,51335.1031
Major power producers,Coal,2015,Wales,8152.585
Major power producers,Oil,2015,Wales,162.9267
Major power producers,Gas,2015,Wales,16858.8736
Major power producers,Nuclear,2015,Wales,3886.511
Major power producers,Hydro natural flow,2015,Wales,273.3837
Major power producers,Wind,2015,Wales,2784.7838
Major power producers,Solar,2015,Wales,114.326
Major power producers,Bioenergy,2015,Wales,6.6811
Major power producers,Other fuels,2015,Wales,0
Major power producers,Hydro pumped storage,2015,Wales,2216.8042
Major power producers,Total major power producers,2015,Wales,34456.8751
Other generators,Coal,2015,Wales,0
Other generators,Oil,2015,Wales,29.9417
Other generators,Gas,2015,Wales,693.1679
Other generators,Hydro natural flow,2015,Wales,78.254
Other generators,Wind,2015,Wales,775.9559
Other generators,Solar,2015,Wales,417.1225
Other generators,Shoreline wave and tidal,2015,Wales,0
Other generators,Bioenergy,2015,Wales,748.0572
Other generators,Other fuels,2015,Wales,726.8654
Other generators,Total other generators,2015,Wales,3469.3644
All generating companies,Fossil fuels,2015,Wales,25897.4948
All generating companies,Coal,2015,Wales,8152.585
All generating companies,Oil,2015,Wales,192.8683
All generating companies,Gas,2015,Wales,17552.0414
All generating companies,Nuclear,2015,Wales,3886.511
All generating companies,Renewables,2015,Wales,5198.5641
All generating companies,Hydro natural flow,2015,Wales,351.6376
All generating companies,Wind,2015,Wales,3560.7397
All generating companies,Solar,2015,Wales,531.4485
All generating companies,Shoreline wave and tidal,2015,Wales,0
All generating companies,Bioenergy,2015,Wales,754.7383
All generating companies,Other fuels,2015,Wales,726.8654
All generating companies,Pumped storage,2015,Wales,2216.8042
All generating companies,Total all generating companies,2015,Wales,37926.2395
Major power producers,Coal,2015,Nothern Ireland,2101.8046
Major power producers,Oil,2015,Nothern Ireland,42.1874
Major power producers,Gas,2015,Nothern Ireland,4187.2768
Major power producers,Nuclear,2015,Nothern Ireland,0
Major power producers,Hydro natural flow,2015,Nothern Ireland,0
Major power producers,Wind,2015,Nothern Ireland,734.8716
Major power producers,Solar,2015,Nothern Ireland,0
Major power producers,Bioenergy,2015,Nothern Ireland,0
Major power producers,Other fuels,2015,Nothern Ireland,0
Major power producers,Hydro pumped storage,2015,Nothern Ireland,0
Major power producers,Total major power producers,2015,Nothern Ireland,7066.1404
Other generators,Coal,2015,Nothern Ireland,37.9997
Other generators,Oil,2015,Nothern Ireland,39.579
Other generators,Gas,2015,Nothern Ireland,114.6977
Other generators,Hydro natural flow,2015,Nothern Ireland,29.0261
Other generators,Wind,2015,Nothern Ireland,1125.5088
Other generators,Solar,2015,Nothern Ireland,78.1646
Other generators,Shoreline wave and tidal,2015,Nothern Ireland,0.0045
Other generators,Bioenergy,2015,Nothern Ireland,269.6253
Other generators,Other fuels,2015,Nothern Ireland,0
Other generators,Total other generators,2015,Nothern Ireland,1694.6057
All generating companies,Fossil fuels,2015,Nothern Ireland,6523.5452
All generating companies,Coal,2015,Nothern Ireland,2139.8043
All generating companies,Oil,2015,Nothern Ireland,81.7664
All generating companies,Gas,2015,Nothern Ireland,4301.9746
All generating companies,Nuclear,2015,Nothern Ireland,0
All generating companies,Renewables,2015,Nothern Ireland,2237.2009
All generating companies,Hydro natural flow,2015,Nothern Ireland,29.0261
All generating companies,Wind,2015,Nothern Ireland,1860.3804
All generating companies,Solar,2015,Nothern Ireland,78.1646
All generating companies,Shoreline wave and tidal,2015,Nothern Ireland,0.0045
All generating companies,Bioenergy,2015,Nothern Ireland,269.6253
All generating companies,Other fuels,2015,Nothern Ireland,0
All generating companies,Pumped storage,2015,Nothern Ireland,0
All generating companies,Total all generating companies,2015,Nothern Ireland,8760.7461
Major power producers,Coal,2015,England,57282.5314
Major power producers,Oil,2015,England,290.3635
Major power producers,Gas,2015,England,67288.5283
Major power producers,Nuclear,2015,England,48695.5624
Major power producers,Hydro natural flow,2015,England,28.1184
Major power producers,Wind,2015,England,18292.1242
Major power producers,Solar,2015,England,1290.2097
Major power producers,Bioenergy,2015,England,16897.956
Major power producers,Other fuels,2015,England,688.7654
Major power producers,Hydro pumped storage,2015,England,0
Major power producers,Total major power producers,2015,England,210754.1594
Other generators,Coal,2015,England,28.3703
Other generators,Oil,2015,England,591.8777
Other generators,Gas,2015,England,8814.1202
Other generators,Hydro natural flow,2015,England,74.4619
Other generators,Wind,2015,England,2683.4747
Other generators,Solar,2015,England,5447.8113
Other generators,Shoreline wave and tidal,2015,England,0
Other generators,Bioenergy,2015,England,9471.0733
Other generators,Other fuels,2015,England,2987.8931
Other generators,Total other generators,2015,England,30099.0826
All generating companies,Fossil fuels,2015,England,134295.7915
All generating companies,Coal,2015,England,57310.9017
All generating companies,Oil,2015,England,882.2412
All generating companies,Gas,2015,England,76102.6486
All generating companies,Nuclear,2015,England,48695.5624
All generating companies,Renewables,2015,England,54185.2296
All generating companies,Hydro natural flow,2015,England,102.5803
All generating companies,Wind,2015,England,20975.5989
All generating companies,Solar,2015,England,6738.021
All generating companies,Shoreline wave and tidal,2015,England,0
All generating companies,Bioenergy,2015,England,26369.0294
All generating companies,Other fuels,2015,England,3676.6585
All generating companies,Pumped storage,2015,England,0
All generating companies,Total all generating companies,2015,England,240853.2421
Major power producers,Coal,2016,UK,30612.69
Major power producers,Oil,2016,UK,605.6733
Major power producers,Gas,2016,UK,131972.23
Major power producers,Nuclear,2016,UK,71726.0806
Major power producers,Hydro natural flow,2016,UK,3951.0143
Major power producers,Wind,2016,UK,30712.4608
Major power producers,Solar,2016,UK,2035.4607
Major power producers,Bioenergy,2016,UK,17400.1774
Major power producers,Other fuels,2016,UK,968.3421
Major power producers,Hydro pumped storage,2016,UK,2959.22
Major power producers,Total major power producers,2016,UK,292943.3492
Other generators,Coal,2016,UK,55.91
Other generators,Oil,2016,UK,1284.68
Other generators,Gas,2016,UK,11383.84
Other generators,Hydro natural flow,2016,UK,1419.3979
Other generators,Wind,2016,UK,6446.9619
Other generators,Solar,2016,UK,8359.6536
Other generators,Shoreline wave and tidal,2016,UK,0.0086
Other generators,Bioenergy,2016,UK,12665.3484
Other generators,Other fuels,2016,UK,4605.13
Other generators,Total other generators,2016,UK,46220.9305
All generating companies,Fossil fuels,2016,UK,175915.0233
All generating companies,Coal,2016,UK,30668.6
All generating companies,Oil,2016,UK,1890.3533
All generating companies,Gas,2016,UK,143356.07
All generating companies,Nuclear,2016,UK,71726.0806
All generating companies,Renewables,2016,UK,82990.4838
All generating companies,Hydro natural flow,2016,UK,5370.4122
All generating companies,Wind,2016,UK,37159.4228
All generating companies,Solar,2016,UK,10395.1144
All generating companies,Shoreline wave and tidal,2016,UK,0.0086
All generating companies,Bioenergy,2016,UK,30065.5258
All generating companies,Other fuels,2016,UK,5573.4721
All generating companies,Pumped storage,2016,UK,2959.22
All generating companies,Total all generating companies,2016,UK,339164.2798
Major power producers,Coal,2016,Scotland,1805.7032
Major power producers,Oil,2016,Scotland,155.8941
Major power producers,Gas,2016,Scotland,1523.1105
Major power producers,Nuclear,2016,Scotland,19630.4533
Major power producers,Hydro natural flow,2016,Scotland,3691.571
Major power producers,Wind,2016,Scotland,10081.0843
Major power producers,Solar,2016,Scotland,8.2314
Major power producers,Bioenergy,2016,Scotland,756.0503
Major power producers,Other fuels,2016,Scotland,0
Major power producers,Hydro pumped storage,2016,Scotland,485.634
Major power producers,Total major power producers,2016,Scotland,38137.732
Other generators,Coal,2016,Scotland,0
Other generators,Oil,2016,Scotland,262.9242
Other generators,Gas,2016,Scotland,1617.7841
Other generators,Hydro natural flow,2016,Scotland,1224.2255
Other generators,Wind,2016,Scotland,2334.6151
Other generators,Solar,2016,Scotland,238.2799
Other generators,Shoreline wave and tidal,2016,Scotland,0.0086
Other generators,Bioenergy,2016,Scotland,1141.5255
Other generators,Other fuels,2016,Scotland,721.9843
Other generators,Total other generators,2016,Scotland,7541.3471
All generating companies,Fossil fuels,2016,Scotland,5365.4161
All generating companies,Coal,2016,Scotland,1805.7032
All generating companies,Oil,2016,Scotland,418.8183
All generating companies,Gas,2016,Scotland,3140.8946
All generating companies,Nuclear,2016,Scotland,19630.4533
All generating companies,Renewables,2016,Scotland,19475.5915
All generating companies,Hydro natural flow,2016,Scotland,4915.7966
All generating companies,Wind,2016,Scotland,12415.6994
All generating companies,Solar,2016,Scotland,246.5112
All generating companies,Shoreline wave and tidal,2016,Scotland,0.0086
All generating companies,Bioenergy,2016,Scotland,1897.5757
All generating companies,Other fuels,2016,Scotland,721.9843
All generating companies,Pumped storage,2016,Scotland,485.634
All generating companies,Total all generating companies,2016,Scotland,45679.0792
Major power producers,Coal,2016,Wales,7315.5426
Major power producers,Oil,2016,Wales,180.3585
Major power producers,Gas,2016,Wales,26092.2925
Major power producers,Nuclear,2016,Wales,0
Major power producers,Hydro natural flow,2016,Wales,234.6304
Major power producers,Wind,2016,Wales,2776.2796
Major power producers,Solar,2016,Wales,195.8507
Major power producers,Bioenergy,2016,Wales,33.1605
Major power producers,Other fuels,2016,Wales,0
Major power producers,Hydro pumped storage,2016,Wales,2473.586
Major power producers,Total major power producers,2016,Wales,39301.7008
Other generators,Coal,2016,Wales,0
Other generators,Oil,2016,Wales,15.5926
Other generators,Gas,2016,Wales,804.4975
Other generators,Hydro natural flow,2016,Wales,104.3346
Other generators,Wind,2016,Wales,653.2928
Other generators,Solar,2016,Wales,609.8815
Other generators,Shoreline wave and tidal,2016,Wales,0
Other generators,Bioenergy,2016,Wales,695.6671
Other generators,Other fuels,2016,Wales,677.6397
Other generators,Total other generators,2016,Wales,3560.9058
All generating companies,Fossil fuels,2016,Wales,34408.2837
All generating companies,Coal,2016,Wales,7315.5426
All generating companies,Oil,2016,Wales,195.9512
All generating companies,Gas,2016,Wales,26896.79
All generating companies,Nuclear,2016,Wales,0
All generating companies,Renewables,2016,Wales,5303.0972
All generating companies,Hydro natural flow,2016,Wales,338.965
All generating companies,Wind,2016,Wales,3429.5724
All generating companies,Solar,2016,Wales,805.7323
All generating companies,Shoreline wave and tidal,2016,Wales,0
All generating companies,Bioenergy,2016,Wales,728.8276
All generating companies,Other fuels,2016,Wales,677.6397
All generating companies,Pumped storage,2016,Wales,2473.586
All generating companies,Total all generating companies,2016,Wales,42862.6066
Major power producers,Coal,2016,Nothern Ireland,2107.0143
Major power producers,Oil,2016,Nothern Ireland,68.1253
Major power producers,Gas,2016,Nothern Ireland,4488.7565
Major power producers,Nuclear,2016,Nothern Ireland,0
Major power producers,Hydro natural flow,2016,Nothern Ireland,0
Major power producers,Wind,2016,Nothern Ireland,690.3108
Major power producers,Solar,2016,Nothern Ireland,3.4083
Major power producers,Bioenergy,2016,Nothern Ireland,0
Major power producers,Other fuels,2016,Nothern Ireland,0
Major power producers,Hydro pumped storage,2016,Nothern Ireland,0
Major power producers,Total major power producers,2016,Nothern Ireland,7357.6152
Other generators,Coal,2016,Nothern Ireland,35.764
Other generators,Oil,2016,Nothern Ireland,36.8695
Other generators,Gas,2016,Nothern Ireland,107.8761
Other generators,Hydro natural flow,2016,Nothern Ireland,23.5896
Other generators,Wind,2016,Nothern Ireland,1043.2378
Other generators,Solar,2016,Nothern Ireland,107.6079
Other generators,Shoreline wave and tidal,2016,Nothern Ireland,0
Other generators,Bioenergy,2016,Nothern Ireland,469.4632
Other generators,Other fuels,2016,Nothern Ireland,11.4374
Other generators,Total other generators,2016,Nothern Ireland,1835.8455
All generating companies,Fossil fuels,2016,Nothern Ireland,6844.4056
All generating companies,Coal,2016,Nothern Ireland,2142.7783
All generating companies,Oil,2016,Nothern Ireland,104.9947
All generating companies,Gas,2016,Nothern Ireland,4596.6326
All generating companies,Nuclear,2016,Nothern Ireland,0
All generating companies,Renewables,2016,Nothern Ireland,2337.6177
All generating companies,Hydro natural flow,2016,Nothern Ireland,23.5896
All generating companies,Wind,2016,Nothern Ireland,1733.5487
All generating companies,Solar,2016,Nothern Ireland,111.0163
All generating companies,Shoreline wave and tidal,2016,Nothern Ireland,0
All generating companies,Bioenergy,2016,Nothern Ireland,469.4632
All generating companies,Other fuels,2016,Nothern Ireland,11.4374
All generating companies,Pumped storage,2016,Nothern Ireland,0
All generating companies,Total all generating companies,2016,Nothern Ireland,9193.4608
Major power producers,Coal,2016,England,19384.4299
Major power producers,Oil,2016,England,201.2955
Major power producers,Gas,2016,England,99868.0705
Major power producers,Nuclear,2016,England,52095.6273
Major power producers,Hydro natural flow,2016,England,24.8129
Major power producers,Wind,2016,England,17164.7862
Major power producers,Solar,2016,England,1827.9703
Major power producers,Bioenergy,2016,England,16610.9666
Major power producers,Other fuels,2016,England,968.3421
Major power producers,Hydro pumped storage,2016,England,0
Major power producers,Total major power producers,2016,England,208146.3012
Other generators,Coal,2016,England,20.146
Other generators,Oil,2016,England,969.2937
Other generators,Gas,2016,England,8853.6823
Other generators,Hydro natural flow,2016,England,67.2482
Other generators,Wind,2016,England,2415.8162
Other generators,Solar,2016,England,7403.8843
Other generators,Shoreline wave and tidal,2016,England,0
Other generators,Bioenergy,2016,England,10358.6927
Other generators,Other fuels,2016,England,3194.0686
Other generators,Total other generators,2016,England,33282.832
All generating companies,Fossil fuels,2016,England,129296.9179
All generating companies,Coal,2016,England,19404.5759
All generating companies,Oil,2016,England,1170.5892
All generating companies,Gas,2016,England,108721.7529
All generating companies,Nuclear,2016,England,52095.6273
All generating companies,Renewables,2016,England,55874.1774
All generating companies,Hydro natural flow,2016,England,92.0611
All generating companies,Wind,2016,England,19580.6023
All generating companies,Solar,2016,England,9231.8547
All generating companies,Shoreline wave and tidal,2016,England,0
All generating companies,Bioenergy,2016,England,26969.6593
All generating companies,Other fuels,2016,England,4162.4106
All generating companies,Pumped storage,2016,England,0
All generating companies,Total all generating companies,2016,England,241429.1332
Major power producers,Coal,2017,UK,22480.96
Major power producers,Oil,2017,UK,389.9895
Major power producers,Gas,2017,UK,124512.41
Major power producers,Nuclear,2017,UK,70336.4263
Major power producers,Hydro natural flow,2017,UK,4178.5587
Major power producers,Wind,2017,UK,40954.4329
Major power producers,Solar,2017,UK,2977.7833
Major power producers,Bioenergy,2017,UK,17765.6899
Major power producers,Other fuels,2017,UK,1275.9544
Major power producers,Hydro pumped storage,2017,UK,2872.03
Major power producers,Total major power producers,2017,UK,287744.2349
Other generators,Coal,2017,UK,49.49
Other generators,Oil,2017,UK,1224.51
Other generators,Gas,2017,UK,12233.41
Other generators,Hydro natural flow,2017,UK,1703.3075
Other generators,Wind,2017,UK,8686.6885
Other generators,Solar,2017,UK,8479.4846
Other generators,Shoreline wave and tidal,2017,UK,4.1936
Other generators,Bioenergy,2017,UK,14128.4891
Other generators,Other fuels,2017,UK,3943.52
Other generators,Total other generators,2017,UK,50453.0934
All generating companies,Fossil fuels,2017,UK,160890.7695
All generating companies,Coal,2017,UK,22530.45
All generating companies,Oil,2017,UK,1614.4995
