Generator type,Fuel,Year,Country,value
All generating companies,Fossil fuels,2007,Scotland,26290.6401
All generating companies,Coal,2007,Scotland,13855.8715
All generating companies,Oil,2007,Scotland,1504.2291
All generating companies,Gas,2007,Scotland,10930.5395
All generating companies,Nuclear,2007,Scotland,13142.9882
All generating companies,Renewables,2007,Scotland,8226.1484
All generating companies,Hydro natural flow,2007,Scotland,4692.94
All generating companies,Wind,2007,Scotland,2644
All generating companies,Solar,2007,Scotland,NA
All generating companies,Shoreline wave and tidal,2007,Scotland,NA
All generating companies,Bioenergy,2007,Scotland,889.2084
All generating companies,Other fuels,2007,Scotland,20.9963
All generating companies,Pumped storage,2007,Scotland,1198.1198
All generating companies,Total all generating companies,2007,Scotland,47659.7767
Major power producers,Coal,2007,Wales,5121.3612
Major power producers,Oil,2007,Wales,0
Major power producers,Gas,2007,Wales,15461.1927
Major power producers,Nuclear,2007,Wales,5683.978
Major power producers,Hydro natural flow,2007,Wales,232.59
Major power producers,Wind,2007,Wales,600.4562
Major power producers,Solar,2007,Wales,NA
Major power producers,Bioenergy,2007,Wales,18.2943
Major power producers,Other fuels,2007,Wales,NA
Major power producers,Hydro pumped storage,2007,Wales,2661.1064
Major power producers,Total major power producers,2007,Wales,29778.9787
Other generators,Coal,2007,Wales,0
Other generators,Oil,2007,Wales,90.8096
Other generators,Gas,2007,Wales,1721.1575
Other generators,Hydro natural flow,2007,Wales,51.11
Other generators,Wind,2007,Wales,263.5438
Other generators,Solar,2007,Wales,NA
Other generators,Shoreline wave and tidal,2007,Wales,NA
Other generators,Bioenergy,2007,Wales,204.7177
Other generators,Other fuels,2007,Wales,577.8
Other generators,Total other generators,2007,Wales,2909.1387
All generating companies,Fossil fuels,2007,Wales,22394.5211
All generating companies,Coal,2007,Wales,5121.3612
All generating companies,Oil,2007,Wales,90.8096
All generating companies,Gas,2007,Wales,17182.3502
All generating companies,Nuclear,2007,Wales,5735.088
All generating companies,Renewables,2007,Wales,1370.712
All generating companies,Hydro natural flow,2007,Wales,283.7
All generating companies,Wind,2007,Wales,864
All generating companies,Solar,2007,Wales,NA
All generating companies,Shoreline wave and tidal,2007,Wales,NA
All generating companies,Bioenergy,2007,Wales,223.012
All generating companies,Other fuels,2007,Wales,577.8
All generating companies,Pumped storage,2007,Wales,2661.1064
All generating companies,Total all generating companies,2007,Wales,29500.3211
Major power producers,Coal,2007,Nothern Ireland,1852.3298
Major power producers,Oil,2007,Nothern Ireland,161.9567
Major power producers,Gas,2007,Nothern Ireland,6573.8087
Major power producers,Nuclear,2007,Nothern Ireland,0
Major power producers,Hydro natural flow,2007,Nothern Ireland,0
Major power producers,Wind,2007,Nothern Ireland,217.902
Major power producers,Solar,2007,Nothern Ireland,NA
Major power producers,Bioenergy,2007,Nothern Ireland,0
Major power producers,Other fuels,2007,Nothern Ireland,NA
Major power producers,Hydro pumped storage,2007,Nothern Ireland,0
Major power producers,Total major power producers,2007,Nothern Ireland,8805.9972
Other generators,Coal,2007,Nothern Ireland,34.867
Other generators,Oil,2007,Nothern Ireland,35.3552
Other generators,Gas,2007,Nothern Ireland,37.4
Other generators,Hydro natural flow,2007,Nothern Ireland,29.76
Other generators,Wind,2007,Nothern Ireland,135.298
Other generators,Solar,2007,Nothern Ireland,NA
Other generators,Shoreline wave and tidal,2007,Nothern Ireland,NA
Other generators,Bioenergy,2007,Nothern Ireland,16.681
Other generators,Other fuels,2007,Nothern Ireland,0
Other generators,Total other generators,2007,Nothern Ireland,289.3612
All generating companies,Fossil fuels,2007,Nothern Ireland,8695.7173
All generating companies,Coal,2007,Nothern Ireland,1887.1968
All generating companies,Oil,2007,Nothern Ireland,197.3118
All generating companies,Gas,2007,Nothern Ireland,6611.2087
All generating companies,Nuclear,2007,Nothern Ireland,29.76
All generating companies,Renewables,2007,Nothern Ireland,399.641
All generating companies,Hydro natural flow,2007,Nothern Ireland,29.76
All generating companies,Wind,2007,Nothern Ireland,353.2
All generating companies,Solar,2007,Nothern Ireland,NA
All generating companies,Shoreline wave and tidal,2007,Nothern Ireland,NA
All generating companies,Bioenergy,2007,Nothern Ireland,16.681
All generating companies,Other fuels,2007,Nothern Ireland,0
All generating companies,Pumped storage,2007,Nothern Ireland,0
All generating companies,Total all generating companies,2007,Nothern Ireland,9125.1183
Major power producers,Coal,2007,England,111298.5769
Major power producers,Oil,2007,England,2414.3085
Major power producers,Gas,2007,England,118372.5851
Major power producers,Nuclear,2007,England,45000.6602
Major power producers,Hydro natural flow,2007,England,17.7195
Major power producers,Wind,2007,England,769.2616
Major power producers,Solar,2007,England,NA
Major power producers,Bioenergy,2007,England,2323.0498
Major power producers,Other fuels,2007,England,NA
Major power producers,Hydro pumped storage,2007,England,0
Major power producers,Total major power producers,2007,England,280196.1617
Other generators,Coal,2007,England,3780.9175
Other generators,Oil,2007,England,841.6377
Other generators,Gas,2007,England,12696.4006
Other generators,Hydro natural flow,2007,England,53.1848
Other generators,Wind,2007,England,657.4099
Other generators,Solar,2007,England,NA
Other generators,Shoreline wave and tidal,2007,England,NA
Other generators,Bioenergy,2007,England,5872.5633
Other generators,Other fuels,2007,England,2868.59
Other generators,Total other generators,2007,England,26770.7038
All generating companies,Fossil fuels,2007,England,249404.4264
All generating companies,Coal,2007,England,115079.4943
All generating companies,Oil,2007,England,3255.9463
All generating companies,Gas,2007,England,131068.9857
All generating companies,Nuclear,2007,England,45053.845
All generating companies,Renewables,2007,England,9693.1889
All generating companies,Hydro natural flow,2007,England,70.9043
All generating companies,Wind,2007,England,1426.6715
All generating companies,Solar,2007,England,NA
All generating companies,Shoreline wave and tidal,2007,England,NA
All generating companies,Bioenergy,2007,England,8195.6131
All generating companies,Other fuels,2007,England,2868.59
All generating companies,Pumped storage,2007,England,0
All generating companies,Total all generating companies,2007,England,304151.4603
Major power producers,Coal,2008,UK,120304.5486
Major power producers,Oil,2008,UK,4557.04
Major power producers,Gas,2008,UK,161583.0326
Major power producers,Nuclear,2008,UK,52485.8083
Major power producers,Hydro natural flow,2008,UK,4223.8128
Major power producers,Wind,2008,UK,5387.6023
Major power producers,Solar,2008,UK,NA
Major power producers,Bioenergy,2008,UK,2608.1989
Major power producers,Other fuels,2008,UK,NA
Major power producers,Hydro pumped storage,2008,UK,4088.9414
Major power producers,Total major power producers,2008,UK,355238.985
Other generators,Coal,2008,UK,4076.8143
Other generators,Oil,2008,UK,2151.731
Other generators,Gas,2008,UK,14635.9661
Other generators,Hydro natural flow,2008,UK,921.0344
Other generators,Wind,2008,UK,1752.8188
Other generators,Solar,2008,UK,NA
Other generators,Shoreline wave and tidal,2008,UK,NA
Other generators,Bioenergy,2008,UK,6926.4459
Other generators,Other fuels,2008,UK,3188.2073
Other generators,Total other generators,2008,UK,33653.018
All generating companies,Fossil fuels,2008,UK,307309.1328
All generating companies,Coal,2008,UK,124381.363
All generating companies,Oil,2008,UK,6708.771
All generating companies,Gas,2008,UK,176218.9988
All generating companies,Nuclear,2008,UK,53406.8427
All generating companies,Renewables,2008,UK,21819.9132
All generating companies,Hydro natural flow,2008,UK,5144.8472
All generating companies,Wind,2008,UK,7140.4211
All generating companies,Solar,2008,UK,NA
All generating companies,Shoreline wave and tidal,2008,UK,NA
All generating companies,Bioenergy,2008,UK,9534.6448
All generating companies,Other fuels,2008,UK,3188.2073
All generating companies,Pumped storage,2008,UK,4088.9414
All generating companies,Total all generating companies,2008,UK,382535.8887
Major power producers,Coal,2008,Scotland,11590.9797
Major power producers,Oil,2008,Scotland,430.781
Major power producers,Gas,2008,Scotland,9822.2831
Major power producers,Nuclear,2008,Scotland,15079.2028
Major power producers,Hydro natural flow,2008,Scotland,3923.2698
Major power producers,Wind,2008,Scotland,2978.254
Major power producers,Solar,2008,Scotland,NA
Major power producers,Bioenergy,2008,Scotland,231.2372
Major power producers,Other fuels,2008,Scotland,NA
Major power producers,Hydro pumped storage,2008,Scotland,1091.4076
Major power producers,Total major power producers,2008,Scotland,45147.4151
Other generators,Coal,2008,Scotland,71.4929
Other generators,Oil,2008,Scotland,1087.2007
Other generators,Gas,2008,Scotland,1785.5785
Other generators,Hydro natural flow,2008,Scotland,781.2041
Other generators,Wind,2008,Scotland,383.2657
Other generators,Solar,2008,Scotland,NA
Other generators,Shoreline wave and tidal,2008,Scotland,NA
Other generators,Bioenergy,2008,Scotland,761.1925
Other generators,Other fuels,2008,Scotland,20.9963
Other generators,Total other generators,2008,Scotland,4890.9305
All generating companies,Fossil fuels,2008,Scotland,24788.3158
All generating companies,Coal,2008,Scotland,11662.4726
All generating companies,Oil,2008,Scotland,1517.9817
All generating companies,Gas,2008,Scotland,11607.8616
All generating companies,Nuclear,2008,Scotland,15860.4068
All generating companies,Renewables,2008,Scotland,9058.4232
All generating companies,Hydro natural flow,2008,Scotland,4704.4739
All generating companies,Wind,2008,Scotland,3361.5197
All generating companies,Solar,2008,Scotland,NA
All generating companies,Shoreline wave and tidal,2008,Scotland,NA
All generating companies,Bioenergy,2008,Scotland,992.4296
All generating companies,Other fuels,2008,Scotland,20.9963
All generating companies,Pumped storage,2008,Scotland,1091.4076
All generating companies,Total all generating companies,2008,Scotland,49707.1458
Major power producers,Coal,2008,Wales,9363.6655
Major power producers,Oil,2008,Wales,0
Major power producers,Gas,2008,Wales,16059.0719
Major power producers,Nuclear,2008,Wales,7079.974
Major power producers,Hydro natural flow,2008,Wales,278.033
Major power producers,Wind,2008,Wales,721.682
Major power producers,Solar,2008,Wales,NA
Major power producers,Bioenergy,2008,Wales,60.173
Major power producers,Other fuels,2008,Wales,NA
Major power producers,Hydro pumped storage,2008,Wales,2997.5338
Major power producers,Total major power producers,2008,Wales,36560.1332
Other generators,Coal,2008,Wales,0
Other generators,Oil,2008,Wales,62.428
Other generators,Gas,2008,Wales,487.4079
Other generators,Hydro natural flow,2008,Wales,56.208
Other generators,Wind,2008,Wales,267.423
Other generators,Solar,2008,Wales,NA
Other generators,Shoreline wave and tidal,2008,Wales,NA
Other generators,Bioenergy,2008,Wales,327.8957
Other generators,Other fuels,2008,Wales,529.1
Other generators,Total other generators,2008,Wales,1730.4627
All generating companies,Fossil fuels,2008,Wales,25972.5733
All generating companies,Coal,2008,Wales,9363.6655
All generating companies,Oil,2008,Wales,62.428
All generating companies,Gas,2008,Wales,16546.4798
All generating companies,Nuclear,2008,Wales,7136.182
All generating companies,Renewables,2008,Wales,1711.4148
All generating companies,Hydro natural flow,2008,Wales,334.241
All generating companies,Wind,2008,Wales,989.105
All generating companies,Solar,2008,Wales,NA
All generating companies,Shoreline wave and tidal,2008,Wales,NA
All generating companies,Bioenergy,2008,Wales,388.0687
All generating companies,Other fuels,2008,Wales,529.1
All generating companies,Pumped storage,2008,Wales,2997.5338
All generating companies,Total all generating companies,2008,Wales,34820.1702
Major power producers,Coal,2008,Nothern Ireland,2039.533
Major power producers,Oil,2008,Nothern Ireland,334.2696
Major power producers,Gas,2008,Nothern Ireland,6537.2976
Major power producers,Nuclear,2008,Nothern Ireland,0
Major power producers,Hydro natural flow,2008,Nothern Ireland,0
Major power producers,Wind,2008,Nothern Ireland,322.68
Major power producers,Solar,2008,Nothern Ireland,NA
Major power producers,Bioenergy,2008,Nothern Ireland,0
Major power producers,Other fuels,2008,Nothern Ireland,NA
Major power producers,Hydro pumped storage,2008,Nothern Ireland,0
Major power producers,Total major power producers,2008,Nothern Ireland,9233.7803
Other generators,Coal,2008,Nothern Ireland,37.456
Other generators,Oil,2008,Nothern Ireland,35.4505
Other generators,Gas,2008,Nothern Ireland,31.0545
Other generators,Hydro natural flow,2008,Nothern Ireland,26.1303
Other generators,Wind,2008,Nothern Ireland,242.6405
Other generators,Solar,2008,Nothern Ireland,NA
Other generators,Shoreline wave and tidal,2008,Nothern Ireland,NA
Other generators,Bioenergy,2008,Nothern Ireland,14.5488
Other generators,Other fuels,2008,Nothern Ireland,0
Other generators,Total other generators,2008,Nothern Ireland,387.2807
All generating companies,Fossil fuels,2008,Nothern Ireland,9015.0613
All generating companies,Coal,2008,Nothern Ireland,2076.989
All generating companies,Oil,2008,Nothern Ireland,369.7202
All generating companies,Gas,2008,Nothern Ireland,6568.3521
All generating companies,Nuclear,2008,Nothern Ireland,26.1303
All generating companies,Renewables,2008,Nothern Ireland,605.9996
All generating companies,Hydro natural flow,2008,Nothern Ireland,26.1303
All generating companies,Wind,2008,Nothern Ireland,565.3205
All generating companies,Solar,2008,Nothern Ireland,NA
All generating companies,Shoreline wave and tidal,2008,Nothern Ireland,NA
All generating companies,Bioenergy,2008,Nothern Ireland,14.5488
All generating companies,Other fuels,2008,Nothern Ireland,0
All generating companies,Pumped storage,2008,Nothern Ireland,0
All generating companies,Total all generating companies,2008,Nothern Ireland,9647.1912
Major power producers,Coal,2008,England,97310.3704
Major power producers,Oil,2008,England,3791.9894
Major power producers,Gas,2008,England,129164.3801
Major power producers,Nuclear,2008,England,30326.6316
Major power producers,Hydro natural flow,2008,England,22.51
Major power producers,Wind,2008,England,1364.9863
Major power producers,Solar,2008,England,NA
Major power producers,Bioenergy,2008,England,2316.7887
Major power producers,Other fuels,2008,England,NA
Major power producers,Hydro pumped storage,2008,England,0
Major power producers,Total major power producers,2008,England,264297.6564
Other generators,Coal,2008,England,3967.8655
Other generators,Oil,2008,England,966.6518
Other generators,Gas,2008,England,12331.9252
Other generators,Hydro natural flow,2008,England,57.492
Other generators,Wind,2008,England,859.4896
Other generators,Solar,2008,England,NA
Other generators,Shoreline wave and tidal,2008,England,NA
Other generators,Bioenergy,2008,England,5822.8089
Other generators,Other fuels,2008,England,2638.1111
Other generators,Total other generators,2008,England,26644.3441
All generating companies,Fossil fuels,2008,England,247533.1823
All generating companies,Coal,2008,England,101278.2358
All generating companies,Oil,2008,England,4758.6412
All generating companies,Gas,2008,England,141496.3052
All generating companies,Nuclear,2008,England,30384.1236
All generating companies,Renewables,2008,England,10444.0756
All generating companies,Hydro natural flow,2008,England,80.002
All generating companies,Wind,2008,England,2224.476
All generating companies,Solar,2008,England,NA
All generating companies,Shoreline wave and tidal,2008,England,NA
All generating companies,Bioenergy,2008,England,8139.5976
All generating companies,Other fuels,2008,England,2638.1111
All generating companies,Pumped storage,2008,England,0
All generating companies,Total all generating companies,2008,England,288361.3815
Major power producers,Coal,2009,UK,99287.14
Major power producers,Oil,2009,UK,3839.0592
Major power producers,Gas,2009,UK,152597.6
Major power producers,Nuclear,2009,UK,69097.6929
Major power producers,Hydro natural flow,2009,UK,4294.1176
Major power producers,Wind,2009,UK,6540.148
Major power producers,Solar,2009,UK,NA
Major power producers,Bioenergy,2009,UK,2669.8064
Major power producers,Other fuels,2009,UK,NA
Major power producers,Hydro pumped storage,2009,UK,3685.28
Major power producers,Total major power producers,2009,UK,342010.8441
Other generators,Coal,2009,UK,3750.8889
Other generators,Oil,2009,UK,2155.4936
Other generators,Gas,2009,UK,13901.2667
Other generators,Hydro natural flow,2009,UK,936.4484
Other generators,Wind,2009,UK,2725.1799
Other generators,Solar,2009,UK,0.5809
Other generators,Shoreline wave and tidal,2009,UK,0.6252
Other generators,Bioenergy,2009,UK,8002.7823
Other generators,Other fuels,2009,UK,3195.7805
Other generators,Total other generators,2009,UK,34669.0462
All generating companies,Fossil fuels,2009,UK,275531.4484
All generating companies,Coal,2009,UK,103038.0289
All generating companies,Oil,2009,UK,5994.5528
All generating companies,Gas,2009,UK,166498.8667
All generating companies,Nuclear,2009,UK,69097.6929
All generating companies,Renewables,2009,UK,25169.6886
All generating companies,Hydro natural flow,2009,UK,5230.566
All generating companies,Wind,2009,UK,9265.3279
All generating companies,Solar,2009,UK,0.5809
All generating companies,Shoreline wave and tidal,2009,UK,0.6252
All generating companies,Bioenergy,2009,UK,10672.5886
All generating companies,Other fuels,2009,UK,3195.7805
All generating companies,Pumped storage,2009,UK,3685.28
All generating companies,Total all generating companies,2009,UK,376679.8903
Major power producers,Coal,2009,Scotland,11895.5366
Major power producers,Oil,2009,Scotland,277.5611
Major power producers,Gas,2009,Scotland,7430.0345
Major power producers,Nuclear,2009,Scotland,16680.7767
Major power producers,Hydro natural flow,2009,Scotland,4056.1264
Major power producers,Wind,2009,Scotland,3484.2947
Major power producers,Solar,2009,Scotland,NA
Major power producers,Bioenergy,2009,Scotland,241.7105
Major power producers,Other fuels,2009,Scotland,NA
Major power producers,Hydro pumped storage,2009,Scotland,1087.2902
Major power producers,Total major power producers,2009,Scotland,45153.3308
Other generators,Coal,2009,Scotland,68.8159
Other generators,Oil,2009,Scotland,1016.7667
Other generators,Gas,2009,Scotland,1940.274
Other generators,Hydro natural flow,2009,Scotland,802.7768
Other generators,Wind,2009,Scotland,1070.8299
Other generators,Solar,2009,Scotland,0.0061
Other generators,Shoreline wave and tidal,2009,Scotland,0.0637
Other generators,Bioenergy,2009,Scotland,926.5972
Other generators,Other fuels,2009,Scotland,17.7594
Other generators,Total other generators,2009,Scotland,5843.8897
All generating companies,Fossil fuels,2009,Scotland,22628.9888
All generating companies,Coal,2009,Scotland,11964.3525
All generating companies,Oil,2009,Scotland,1294.3278
All generating companies,Gas,2009,Scotland,9370.3085
All generating companies,Nuclear,2009,Scotland,16680.7767
All generating companies,Renewables,2009,Scotland,10582.4053
All generating companies,Hydro natural flow,2009,Scotland,4858.9032
All generating companies,Wind,2009,Scotland,4555.1246
All generating companies,Solar,2009,Scotland,0.0061
All generating companies,Shoreline wave and tidal,2009,Scotland,0.0637
All generating companies,Bioenergy,2009,Scotland,1168.3077
All generating companies,Other fuels,2009,Scotland,17.7594
All generating companies,Pumped storage,2009,Scotland,1087.2902
All generating companies,Total all generating companies,2009,Scotland,50997.2205
Major power producers,Coal,2009,Wales,6547.4324
Major power producers,Oil,2009,Wales,0
Major power producers,Gas,2009,Wales,14110.8985
Major power producers,Nuclear,2009,Wales,6122.102
Major power producers,Hydro natural flow,2009,Wales,216.3304
Major power producers,Wind,2009,Wales,643.1668
Major power producers,Solar,2009,Wales,NA
Major power producers,Bioenergy,2009,Wales,90.5696
Major power producers,Other fuels,2009,Wales,NA
Major power producers,Hydro pumped storage,2009,Wales,2597.9898
Major power producers,Total major power producers,2009,Wales,30328.4894
Other generators,Coal,2009,Wales,0
Other generators,Oil,2009,Wales,63.7258
Other generators,Gas,2009,Wales,469.591
Other generators,Hydro natural flow,2009,Wales,49.8238
Other generators,Wind,2009,Wales,261.4538
Other generators,Solar,2009,Wales,0.0061
Other generators,Shoreline wave and tidal,2009,Wales,0
Other generators,Bioenergy,2009,Wales,500.1036
Other generators,Other fuels,2009,Wales,467.9255
Other generators,Total other generators,2009,Wales,1812.6296
All generating companies,Fossil fuels,2009,Wales,21191.6477
All generating companies,Coal,2009,Wales,6547.4324
All generating companies,Oil,2009,Wales,63.7258
All generating companies,Gas,2009,Wales,14580.4895
All generating companies,Nuclear,2009,Wales,6122.102
All generating companies,Renewables,2009,Wales,1761.4541
All generating companies,Hydro natural flow,2009,Wales,266.1542
All generating companies,Wind,2009,Wales,904.6206
All generating companies,Solar,2009,Wales,0.0061
All generating companies,Shoreline wave and tidal,2009,Wales,0
All generating companies,Bioenergy,2009,Wales,590.6732
All generating companies,Other fuels,2009,Wales,467.9255
All generating companies,Pumped storage,2009,Wales,2597.9898
All generating companies,Total all generating companies,2009,Wales,32141.1191
Major power producers,Coal,2009,Nothern Ireland,1370.9261
Major power producers,Oil,2009,Nothern Ireland,77.8101
Major power producers,Gas,2009,Nothern Ireland,5641.8696
Major power producers,Nuclear,2009,Nothern Ireland,0
Major power producers,Hydro natural flow,2009,Nothern Ireland,0
Major power producers,Wind,2009,Nothern Ireland,475.067
Major power producers,Solar,2009,Nothern Ireland,NA
Major power producers,Bioenergy,2009,Nothern Ireland,0
Major power producers,Other fuels,2009,Nothern Ireland,NA
Major power producers,Hydro pumped storage,2009,Nothern Ireland,0
Major power producers,Total major power producers,2009,Nothern Ireland,7565.6728
Other generators,Coal,2009,Nothern Ireland,31
Other generators,Oil,2009,Nothern Ireland,34
Other generators,Gas,2009,Nothern Ireland,32.481
Other generators,Hydro natural flow,2009,Nothern Ireland,30.8266
Other generators,Wind,2009,Nothern Ireland,268.6951
Other generators,Solar,2009,Nothern Ireland,0.0134
Other generators,Shoreline wave and tidal,2009,Nothern Ireland,0.5615
Other generators,Bioenergy,2009,Nothern Ireland,42.5828
Other generators,Other fuels,2009,Nothern Ireland,0
Other generators,Total other generators,2009,Nothern Ireland,440.1605
All generating companies,Fossil fuels,2009,Nothern Ireland,7188.0868
All generating companies,Coal,2009,Nothern Ireland,1401.9261
All generating companies,Oil,2009,Nothern Ireland,111.8101
All generating companies,Gas,2009,Nothern Ireland,5674.3506
All generating companies,Nuclear,2009,Nothern Ireland,0
All generating companies,Renewables,2009,Nothern Ireland,817.7465
All generating companies,Hydro natural flow,2009,Nothern Ireland,30.8266
All generating companies,Wind,2009,Nothern Ireland,743.7621
All generating companies,Solar,2009,Nothern Ireland,0.0134
All generating companies,Shoreline wave and tidal,2009,Nothern Ireland,0.5615
All generating companies,Bioenergy,2009,Nothern Ireland,42.5828
All generating companies,Other fuels,2009,Nothern Ireland,0
All generating companies,Pumped storage,2009,Nothern Ireland,0
All generating companies,Total all generating companies,2009,Nothern Ireland,8005.8333
Major power producers,Coal,2009,England,79473.2448
Major power producers,Oil,2009,England,3483.688
Major power producers,Gas,2009,England,125414.7974
Major power producers,Nuclear,2009,England,46294.8142
Major power producers,Hydro natural flow,2009,England,21.6608
Major power producers,Wind,2009,England,1937.6195
Major power producers,Solar,2009,England,NA
Major power producers,Bioenergy,2009,England,2337.5263
Major power producers,Other fuels,2009,England,NA
Major power producers,Hydro pumped storage,2009,England,0
Major power producers,Total major power producers,2009,England,258963.3511
Other generators,Coal,2009,England,3651.073
Other generators,Oil,2009,England,1041.0011
Other generators,Gas,2009,England,11458.9207
Other generators,Hydro natural flow,2009,England,53.0211
Other generators,Wind,2009,England,1124.2012
Other generators,Solar,2009,England,0.5551
Other generators,Shoreline wave and tidal,2009,England,0
Other generators,Bioenergy,2009,England,6533.4987
Other generators,Other fuels,2009,England,2710.0956
Other generators,Total other generators,2009,England,26572.3665
All generating companies,Fossil fuels,2009,England,224522.725
All generating companies,Coal,2009,England,83124.3178
All generating companies,Oil,2009,England,4524.6891
All generating companies,Gas,2009,England,136873.7181
All generating companies,Nuclear,2009,England,46294.8142
All generating companies,Renewables,2009,England,12008.0827
All generating companies,Hydro natural flow,2009,England,74.682
All generating companies,Wind,2009,England,3061.8207
All generating companies,Solar,2009,England,0.5551
All generating companies,Shoreline wave and tidal,2009,England,0
All generating companies,Bioenergy,2009,England,8871.0249
All generating companies,Other fuels,2009,England,2710.0956
All generating companies,Pumped storage,2009,England,0
All generating companies,Total all generating companies,2009,England,285535.7175
Major power producers,Coal,2010,UK,103841.12
Major power producers,Oil,2010,UK,2273.1565
Major power producers,Gas,2010,UK,161747.66
Major power producers,Nuclear,2010,UK,62139.6733
Major power producers,Hydro natural flow,2010,UK,2703.0479
Major power producers,Wind,2010,UK,7969.5685
Major power producers,Solar,2010,UK,NA
Major power producers,Bioenergy,2010,UK,3782.8165
Major power producers,Other fuels,2010,UK,NA
Major power producers,Hydro pumped storage,2010,UK,3150.43
Major power producers,Total major power producers,2010,UK,347607.4727
Other generators,Coal,2010,UK,3753.12
Other generators,Oil,2010,UK,2532.28
Other generators,Gas,2010,UK,13905.75
Other generators,Hydro natural flow,2010,UK,864.4005
Other generators,Wind,2010,UK,2186.9552
Other generators,Solar,2010,UK,24.6822
Other generators,Shoreline wave and tidal,2010,UK,1.8387
Other generators,Bioenergy,2010,UK,8213.4793
Other generators,Other fuels,2010,UK,2544.6238
Other generators,Total other generators,2010,UK,34027.1296
All generating companies,Fossil fuels,2010,UK,288053.0865
All generating companies,Coal,2010,UK,107594.24
All generating companies,Oil,2010,UK,4805.4365
All generating companies,Gas,2010,UK,175653.41
All generating companies,Nuclear,2010,UK,62139.6733
All generating companies,Renewables,2010,UK,25746.7888
All generating companies,Hydro natural flow,2010,UK,3567.4484
All generating companies,Wind,2010,UK,10156.5238
All generating companies,Solar,2010,UK,24.6822
All generating companies,Shoreline wave and tidal,2010,UK,1.8387
All generating companies,Bioenergy,2010,UK,11996.2958
All generating companies,Other fuels,2010,UK,2544.6238
All generating companies,Pumped storage,2010,UK,3150.43
All generating companies,Total all generating companies,2010,UK,381634.6024
Major power producers,Coal,2010,Scotland,14234.418
Major power producers,Oil,2010,Scotland,291.5314
Major power producers,Gas,2010,Scotland,6618.2579
Major power producers,Nuclear,2010,Scotland,15293.0233
Major power producers,Hydro natural flow,2010,Scotland,2524.3927
Major power producers,Wind,2010,Scotland,3877.1821
Major power producers,Solar,2010,Scotland,NA
Major power producers,Bioenergy,2010,Scotland,841.8044
Major power producers,Other fuels,2010,Scotland,NA
Major power producers,Hydro pumped storage,2010,Scotland,778.5394
Major power producers,Total major power producers,2010,Scotland,44459.149
Other generators,Coal,2010,Scotland,27.6475
Other generators,Oil,2010,Scotland,1006.7058
Other generators,Gas,2010,Scotland,1762.3758
Other generators,Hydro natural flow,2010,Scotland,733.7149
Other generators,Wind,2010,Scotland,995.4448
Other generators,Solar,2010,Scotland,0.7776
Other generators,Shoreline wave and tidal,2010,Scotland,0.0447
Other generators,Bioenergy,2010,Scotland,445.768
Other generators,Other fuels,2010,Scotland,18.56
Other generators,Total other generators,2010,Scotland,4991.039
All generating companies,Fossil fuels,2010,Scotland,23940.9363
All generating companies,Coal,2010,Scotland,14262.0655
All generating companies,Oil,2010,Scotland,1298.2371
All generating companies,Gas,2010,Scotland,8380.6337
All generating companies,Nuclear,2010,Scotland,15293.0233
All generating companies,Renewables,2010,Scotland,9419.1291
All generating companies,Hydro natural flow,2010,Scotland,3258.1077
All generating companies,Wind,2010,Scotland,4872.6269
All generating companies,Solar,2010,Scotland,0.7776
All generating companies,Shoreline wave and tidal,2010,Scotland,0.0447
All generating companies,Bioenergy,2010,Scotland,1287.5723
All generating companies,Other fuels,2010,Scotland,18.56
All generating companies,Pumped storage,2010,Scotland,778.5394
All generating companies,Total all generating companies,2010,Scotland,49450.1881
Major power producers,Coal,2010,Wales,5829.0702
Major power producers,Oil,2010,Wales,433.3131
Major power producers,Gas,2010,Wales,15533.4949
Major power producers,Nuclear,2010,Wales,5532.4137
Major power producers,Hydro natural flow,2010,Wales,164.1572
Major power producers,Wind,2010,Wales,721.8078
Major power producers,Solar,2010,Wales,NA
Major power producers,Bioenergy,2010,Wales,0
Major power producers,Other fuels,2010,Wales,NA
Major power producers,Hydro pumped storage,2010,Wales,2371.8906
Major power producers,Total major power producers,2010,Wales,30586.1476
Other generators,Coal,2010,Wales,0
Other generators,Oil,2010,Wales,173.3481
Other generators,Gas,2010,Wales,701.7117
Other generators,Hydro natural flow,2010,Wales,48.4606
Other generators,Wind,2010,Wales,264.1474
Other generators,Solar,2010,Wales,0.9598
Other generators,Shoreline wave and tidal,2010,Wales,0
Other generators,Bioenergy,2010,Wales,531.7678
Other generators,Other fuels,2010,Wales,510.8054
Other generators,Total other generators,2010,Wales,2231.2008
All generating companies,Fossil fuels,2010,Wales,22670.938
All generating companies,Coal,2010,Wales,5829.0702
All generating companies,Oil,2010,Wales,606.6611
All generating companies,Gas,2010,Wales,16235.2066
All generating companies,Nuclear,2010,Wales,5532.4137
All generating companies,Renewables,2010,Wales,1731.3007
All generating companies,Hydro natural flow,2010,Wales,212.6178
All generating companies,Wind,2010,Wales,985.9553
All generating companies,Solar,2010,Wales,0.9598
All generating companies,Shoreline wave and tidal,2010,Wales,0
All generating companies,Bioenergy,2010,Wales,531.7678
All generating companies,Other fuels,2010,Wales,510.8054
All generating companies,Pumped storage,2010,Wales,2371.8906
All generating companies,Total all generating companies,2010,Wales,32817.3484
Major power producers,Coal,2010,Nothern Ireland,1765.2353
